ps_Pass,Passprozente,ps_Zweikampf,Zweikampfprozente,ps_Fouls,ps_Gefoult,ps_Laufweite,ps_Abseits,ps_Assists,ps_Fusstore,ps_Kopftore,classes,test
39.5845824411135,76,20.0428265524625,55.0,1.00214132762313,1.34903640256959,10.9522483940043,0.0770877944325482,0.0770877944325482,0.0,0.0,Aussenverteidiger,Aussenverteidiger
38.967032967033,81,13.6483516483516,55.0,0.593406593406593,0.791208791208791,10.7010989010989,0.593406593406593,0.0,0.593406593406593,0.0,Fluegelspieler,Fluegelspieler
44.9260273972603,77,23.2767123287671,55.0,1.18356164383562,1.77534246575342,11.2157260273973,0.0,0.0493150684931507,0.0,0.0,Aussenverteidiger,Aussenverteidiger
37.3029772329247,82,21.4886164623468,55.0,2.15411558669002,1.62872154115587,10.8819614711033,0.10507880910683,0.262697022767075,0.0,0.0,Aussenverteidiger,Aussenverteidiger
40.3097667638484,74,14.7922740524781,55.0,1.2463556851312,0.688775510204082,9.78684402332362,0.131195335276968,0.032798833819242,0.032798833819242,0.131195335276968,Innenverteidiger,Aussenverteidiger
73.28125,92,16.25,55.0,1.09375,1.25,10.4,0.0,0.15625,0.3125,0.0,Aussenverteidiger,Aussenverteidiger
41.0810810810811,83,20.8108108108108,55.0,2.16216216216216,2.08494208494208,11.3501930501931,0.0,0.231660231660232,0.0,0.0,Defensives Mittelfeld,Defensives Mittelfeld
37.0631364562118,71,14.3340122199593,55.0,0.696537678207739,1.20977596741344,10.6562932790224,0.0,0.0733197556008147,0.0,0.0,Aussenverteidiger,Aussenverteidiger
31.2328767123288,78,24.7945205479452,55.0,1.23287671232877,1.36986301369863,10.9616438356164,0.136986301369863,0.0,0.273972602739726,0.0,Fluegelspieler,Aussenverteidiger
30.9183673469388,66,18.4438775510204,55.0,1.53061224489796,1.91326530612245,9.95127551020408,0.076530612244898,0.153061224489796,0.076530612244898,0.0,Aussenverteidiger,Aussenverteidiger
37.2941176470588,70,20.0,55.0,1.01960784313725,0.862745098039216,10.8117647058824,0.0,0.0,0.0392156862745098,0.0,Aussenverteidiger,Aussenverteidiger
44.7337278106509,77,19.3491124260355,55.0,1.18343195266272,1.59763313609467,10.4153846153846,0.0591715976331361,0.177514792899408,0.0,0.0,Aussenverteidiger,Aussenverteidiger
41.1333333333333,78,15.5,55.0,0.9,1.03333333333333,10.146,0.0333333333333333,0.0,0.0,0.0,Aussenverteidiger,Aussenverteidiger
118.253164556962,90,23.2860759493671,55.0,1.68607594936709,1.73164556962025,11.7255189873418,0.0,0.136708860759494,0.0911392405063291,0.0,Defensives Mittelfeld,Defensives Mittelfeld
50.4021289178001,87,16.2329982259018,55.0,1.11768184506209,1.01123595505618,10.6115907746895,0.0532229450029568,0.0532229450029568,0.0,0.0,Innenverteidiger,Aussenverteidiger
46.0650887573965,87,13.8461538461538,55.0,0.798816568047337,0.399408284023669,11.469674556213,0.133136094674556,0.0,0.0,0.0,Innenverteidiger,Defensives Mittelfeld
37.0099923136049,70,22.413528055342,55.0,2.00614911606457,3.1129900076864,10.8076095311299,0.0,0.207532667179093,0.0,0.0,Zentrales Mittelfeld,Aussenverteidiger
59.9882720875684,89,20.0899139953088,55.0,0.4573885848319,1.79437060203284,10.981196247068,0.0703674745895231,0.0,0.0351837372947615,0.0,Aussenverteidiger,Aussenverteidiger
53.3704292527822,80,31.0492845786964,55.0,2.00317965023847,1.4308426073132,12.3066772655008,0.0,0.0,0.0,0.0,Defensives Mittelfeld,Defensives Mittelfeld
53.70664437944,89,13.8027580442959,55.0,0.789803593815295,0.300877559548684,9.72699540325951,0.0376096949435855,0.0376096949435855,0.0,0.0,Innenverteidiger,Aussenverteidiger
