ps_Pass,Passprozente,ps_Zweikampf,Zweikampfprozente,ps_Fouls,ps_Gefoult,ps_Laufweite,ps_Abseits,ps_Assists,ps_Fusstore,ps_Kopftore,classes,test,org_pred_classes_QSM,ps_Laufweite_shifted_by_0.05,pred_with_ps_Laufweite_shifted_by_0.05
41.1915367483296,76,19.543429844098,60.0,1.50334075723831,1.10244988864143,10.0703786191537,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.2027272727273,Innenverteidiger
45.6875,88,18.5,64.0,1.09375,1.21875,9.9596875,0.0625,0.0625,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.0432352941177,Innenverteidiger
31.1457521434139,81,25.0779423226812,64.0,2.13951675759938,1.75370226032736,10.0241621200312,0.0350740452065472,0.0,0.0350740452065472,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.1750504642713,Innenverteidiger
67.3803191489362,82,18.9095744680851,64.0,0.957446808510638,1.55585106382979,10.6300531914894,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.719773095624,Innenverteidiger
38.7467018469657,74,17.2955145118734,64.0,0.75197889182058,0.633245382585752,10.6476253298153,0.0395778364116095,0.079155672823219,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.7681506849315,Innenverteidiger
22.5513307984791,65,17.6920152091255,64.0,1.6425855513308,1.47148288973384,9.15536121673004,0.0342205323193916,0.0,0.0342205323193916,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.3759136790811,Innenverteidiger
81.4426229508197,91,12.0983606557377,64.0,0.800936768149883,1.13817330210773,9.16608899297424,0.0843091334894614,0.0421545667447307,0.0421545667447307,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.52462537462537,Innenverteidiger
47.2424242424243,78,19.5757575757576,64.0,1.48484848484848,0.787878787878788,9.27909090909091,0.0606060606060606,0.0606060606060606,0.0909090909090909,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.5983853606028,Innenverteidiger
37.2857142857143,81,14.6938775510204,64.0,0.673469387755102,0.857142857142857,11.1495918367347,0.0,0.0612244897959184,0.0,0.0,Aussenverteidiger,Aussenverteidiger,Aussenverteidiger,11.6767663043478,Aussenverteidiger
44.6218487394958,84,19.3613445378151,64.0,1.05882352941176,0.302521008403361,10.1934453781513,0.0,0.151260504201681,0.0,0.0,Innenverteidiger,Aussenverteidiger,Aussenverteidiger,10.2491031390135,Aussenverteidiger
45.4029850746269,80,18.2686567164179,65.0,0.134328358208955,2.28358208955224,11.1210447761194,0.134328358208955,0.26865671641791,0.0,0.0,Aussenverteidiger,Aussenverteidiger,Aussenverteidiger,11.4961098398169,Aussenverteidiger
70.9322033898305,90,11.4406779661017,65.0,0.572033898305085,0.38135593220339,9.62733050847458,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.83462768387392,Innenverteidiger
46.5921787709497,76,15.4189944134078,65.0,0.502793296089386,1.34078212290503,10.2586592178771,0.0,0.0,0.0,0.0,Aussenverteidiger,Innenverteidiger,Innenverteidiger,10.3337078651685,Innenverteidiger
