dim_00;dim_01;dim_02;dim_03;dim_04;rand_00;rand_01;rand_02
-1.7506777151961774;-1.1799126779345812;-2.4781341466038858;-1.6681816873689672;3.777530321590674;-178.99488604644057;863.1579434828716;-0.4903353638602397
-1.8349105829396395;-1.171645266866444;-1.769017597592131;-0.27605705809348624;4.276866595261853;-362.02688176138497;860.7344426750634;-52.7701150995224
-2.8764155110764498;-1.1709576863420161;-1.0845655451520488;-4.536340588702444;3.6059366754952964;-108.96488261755803;861.9856867962677;-48.707813022214225
-0.9895605687024656;-1.1584674731978593;0.46165770174443205;0.14941341158166266;0.49269041912466627;-545.3257928245475;861.438469989294;74.27785003944678
1.2304292531727754;-1.1486897209435516;-1.841536931788468;-1.6587121859265197;1.041060238365953;-422.06046982045774;861.484779499845;-97.11368048879402
-2.590445666929113;-1.1397252784344818;-2.3959723842944585;-2.1988926830133417;3.7518874391039647;-689.3310914171004;859.216564504822;-52.56146749990455
-4.406105871755006;-1.1359551526885516;-1.6625759405993032;-3.6402859658273603;4.304852205052649;137.50303000366;858.3015439033477;1.7019670755536822
-1.056365290467421;-1.1259710195012442;-0.16243630883439417;-0.6043063458826581;1.832275038380793;-547.4444523519928;857.506601881477;-97.90818142604277
-0.18732269977866878;-1.102135494365673;-0.36005237718339494;0.3307479225789607;0.6978066266047638;-422.49489374222895;857.5942273979908;-92.05737824699662
-3.5120081369463545;-1.0976728053971447;-1.724756862749227;-1.0525946838430618;4.316124428836324;-848.2377562624249;862.292003699738;-86.91635179170171
-0.657060261301947;-1.0724951653595824;-2.6761231667409273;-0.8231722473463168;4.138860281961507;-393.80488927327787;860.9748107282159;8.151832076254266
-1.3731282681611146;-1.0571898481612618;-1.2433042850526834;-1.382563058211471;4.120684182471589;-67.24394846089058;860.8720381062052;83.86675425228282
0.17127499530416318;-1.0561865656165137;0.3831838605971135;0.21726306975629878;0.362287422298422;-270.95540982823877;856.8308673899402;-41.091194413468486
-3.4690878270163177;-1.0436154793396168;-1.8245581302396512;-1.6926383423952829;4.032459796755496;-571.5498536439607;860.192459820675;96.7974882554541
-1.0121984687641639;-1.0347134761088679;-1.3146380158059554;-2.152697775642544;3.440042568366331;-35.850938320785446;856.02461896298;-90.3686515690801
-1.2337667084216755;-1.0237736828658264;-1.6028799058128471;-1.9790361977807716;4.018572087856745;-329.070116272777;862.6509606257694;-52.61097751633227
0.259267175515836;-1.0087071634680362;-0.0501432778185375;1.4791648759562763;0.8671461490765431;-833.0971727948786;860.2843872833288;-34.00119535103866
1.0849920228566583;-0.9982265455718796;-0.1767756796265784;0.08514418215351748;0.5798587717672729;-345.91804802436326;856.4140151646553;85.87171923417382
-0.4146161746189179;-0.9902523990614793;0.1627709086937785;0.39149964898233447;0.862910306547613;-245.07431186077594;863.3985579875823;70.58652907807617
1.7523645006479829;-0.9713508902301857;-1.4439056805316153;-0.1471866690821433;1.6770652302822155;-862.5331118430431;863.2038405367537;-63.335986354025096
-1.182817592293942;-0.960237125644621;-1.0435756004038825;-0.19659445126875547;1.3711497748230947;-81.12169587726919;861.4890717355843;79.2780613086069
0.04818079666324615;-0.9208112668956057;-0.3929087767205788;-0.5697390913408349;5.6535097212497325;-692.453319174645;856.6475777798827;10.325291824903644
-3.1329816446341168;-0.9155416514317214;-3.7843744152995673;-2.4314440115706164;4.5957353227895315;-484.73050541824665;857.2245496657546;67.48600723582665
-1.6410913883883782;-0.8604033430024418;-3.0665026838222453;-2.7528181605331032;4.1354299041285625;-670.7246899572974;858.5874860476258;-0.9832216042704118
2.8560408323446023;-0.8523109077314244;-0.060760818914018216;-0.4386298371924808;6.48037508952664;-165.02722721903496;863.8387457123808;4.235548735276396
-1.5864427874013032;-0.8519300806222116;-1.0612461786940441;-1.5814214514103735;4.374499263210187;-745.8515723228056;858.3824270145479;2.663048087124693
-2.0178402269744424;-0.8373796191659644;-2.272478965527889;-3.613871038497929;4.215873479695505;5.311246214520025;863.7389976326801;-35.52911651420999
-0.9569652992645367;-0.8195101130674319;0.17118392858737763;-0.434739816907012;1.5018695395505408;-136.11221307834654;858.8280637645561;-84.93921705932371
0.46948567504021627;-0.8048139051997616;-0.6106073252340135;0.13669235050235348;0.42525046217884527;-551.3993995171811;861.1434560242844;84.50241741106419
-0.5714811344210943;-0.8020234917102471;-0.32950157289797394;2.1059056518699126;1.439901553349316;-94.52485164845314;860.8308753295162;-97.09738752356444
-1.0883555711796244;-0.7926951892763594;-1.2950826233493047;-3.1548834097358123;3.7244530097890607;-20.939132455749473;856.1171282018653;63.659400863643334
0.2874047080022144;-0.7788340965040605;0.060804313129929205;-0.9794385890314926;2.157667102094821;-881.7026261499639;859.9665565108418;52.11163615139625
-0.3572119616536169;-0.7187317370786864;0.05725298977551398;0.34369457530606873;0.8366682358894459;-759.3193894562769;856.1046865311879;95.85911692066196
0.05485037984482186;-0.7178034971886653;-1.329216049815168;-0.7826982220920257;0.49662559554515967;-712.1286891140905;863.8368852873007;12.713136304477061
0.500533878212005;-0.6717774737446209;0.2707971259955313;0.14216080074660306;0.49088047921763595;-803.7766120369542;860.3958518745541;19.444452156063562
0.5252428869070638;-0.6617847548418584;-0.3367875846562104;0.5602479035271931;1.5395069109367756;62.96688532860114;857.8847531023865;23.788468505150718
-0.6266026338689897;-0.6603977574340093;-0.6883306922271619;0.20482378745110053;0.5539185542822844;51.83904383329762;864.2332023304216;-32.378550957904736
