ps_Pass;Passprozente;ps_Zweikampf;Zweikampfprozente;ps_Fouls;ps_Gefoult;ps_Laufweite;ps_Abseits;ps_Assists;ps_Fusstore;ps_Kopftore
43.7929411764706;79;14.4847058823529;52.0;1.65176470588235;0.550588235294118;10.7220705882353;0.0;0.0;0.0;0.0847058823529412
23.4969032872797;65;26.412577417818;44.0;1.88661267270129;1.80085755121486;10.7181038589805;0.986183897093854;0.171510242972844;0.343020485945688;0.0857551214864221
35.6053384175405;76;24.4947569113441;46.0;1.50142993326978;1.63012392755005;11.2881792183031;0.986653956148713;0.471877979027645;0.386081982840801;0.0857959961868446
13.0909090909091;73;21.7033492822967;42.0;1.46411483253589;1.29186602870813;10.2806698564593;0.688995215311005;0.0861244019138756;0.430622009569378;0.0861244019138756
22.7606177606178;58;26.496138996139;38.0;3.04054054054054;2.08494208494208;10.7800193050193;0.521235521235521;0.0;0.173745173745174;0.0868725868725869
26.3988383349468;72;20.648596321394;43.0;2.00387221684414;1.13262342691191;10.7416263310745;0.174249757986447;0.0871248789932236;0.0;0.0871248789932236
31.0117302052786;75;36.7741935483871;49.0;1.01173020527859;1.71554252199414;10.766568914956;1.05571847507331;0.175953079178886;0.219941348973607;0.0879765395894428
19.1095890410959;82;27.7397260273973;40.0;2.28962818003914;2.55381604696673;12.0319960861057;0.792563600782779;0.0;0.0;0.0880626223091977
27.7416073245168;66;24.3997965412004;39.0;1.09867751780264;0.915564598168871;11.6821464903357;0.915564598168871;0.183112919633774;0.503560528992879;0.0915564598168871
12.9096477794793;72;35.0535987748851;33.0;2.15926493108729;2.29709035222052;10.1931087289433;0.964777947932619;0.137825421133231;0.137825421133231;0.0918836140888208
29.3258426966292;64;21.3278855975485;47.0;1.28702757916241;2.48212461695608;11.0859039836568;0.183861082737487;0.459652706843718;0.183861082737487;0.0919305413687436
43.7116564417178;86;24.1104294478528;46.0;1.47239263803681;1.01226993865031;11.8858895705521;0.644171779141104;0.276073619631902;0.552147239263804;0.0920245398773006
22.3148148148148;76;16.4814814814815;36.0;1.2962962962963;0.833333333333333;11.0925925925926;0.555555555555556;0.0925925925925926;0.0925925925925926;0.0925925925925926
30.8969072164948;72;19.1134020618557;40.0;2.22680412371134;1.02061855670103;11.1971134020619;0.0;0.0;0.0;0.0927835051546392
32.15625;80;26.34375;34.0;0.75;1.6875;10.84875;0.65625;0.375;0.375;0.09375
26.4020979020979;73;31.4370629370629;50.0;1.88811188811189;1.54195804195804;10.7364335664336;0.22027972027972;0.283216783216783;0.0629370629370629;0.0944055944055944
23.2472324723247;69;22.8202424881392;39.0;1.89773326304692;0.948866631523458;11.6155508697944;0.284659989457037;0.0948866631523458;0.33210332103321;0.0948866631523458
32.4752124645892;83;25.2089235127479;45.0;1.78470254957507;2.26274787535411;10.7834277620397;0.446175637393768;0.0318696883852691;0.0956090651558074;0.0956090651558074
20.3910016068559;72;30.8516336368506;35.0;2.16925549009106;1.97643277986074;10.2735940010712;1.06052490626674;0.048205677557579;0.096411355115158;0.096411355115158
13.7837837837838;82;18.1418918918919;46.0;1.52027027027027;0.912162162162162;10.8111486486486;1.31756756756757;0.101351351351351;1.01351351351351;0.101351351351351
25.5158132530121;79;20.6701807228916;46.0;1.18599397590361;1.62650602409639;10.355421686747;1.25376506024096;0.101656626506024;0.847138554216867;0.101656626506024
22.2197055492639;63;32.3103057757644;33.0;5.09626274065685;1.22310305775764;11.5460928652322;0.815402038505096;0.509626274065685;0.509626274065685;0.101925254813137
23.2142857142857;68;25.1530612244898;37.0;2.60204081632653;1.53061224489796;10.0954081632653;0.918367346938776;0.102040816326531;0.204081632653061;0.102040816326531
22.4829157175399;60;21.1503416856492;45.0;1.64009111617312;1.33257403189066;10.9780182232346;0.854214123006834;0.136674259681093;0.170842824601367;0.10250569476082
27.7560414269275;66;22.9919447640967;35.0;1.3463751438435;0.621403912543153;11.9288837744534;0.414269275028769;0.0;0.103567318757192;0.103567318757192
37.6683937823834;78;18.0310880829016;50.0;1.0880829015544;1.34715025906736;11.2362694300518;0.0518134715025907;0.0518134715025907;0.0;0.103626943005181
14.2378752886836;64;20.7852193995381;50.0;1.76674364896074;1.03926096997691;9.44792147806005;0.415704387990762;0.103926096997691;0.207852193995381;0.103926096997691
22.6820809248555;75;32.2543352601156;38.0;1.97687861271676;2.25433526011561;10.5391907514451;1.00578034682081;0.242774566473988;0.69364161849711;0.104046242774566
21.7191862784204;67;31.0889509373754;41.0;2.01037096130834;1.8667730355006;11.9796569605106;0.933386517750299;0.143597925807738;0.0717989629038692;0.107698444355804
31.9041916167665;65;24.1976047904192;36.0;1.50898203592814;1.29341317365269;11.5108383233533;0.323353293413174;0.161676646706587;0.107784431137725;0.107784431137725
25.074267362505;76;23.5568044961863;41.0;1.08390204737053;1.6258530710558;10.3028502609394;0.939381774387796;0.216780409474107;0.469690887193898;0.108390204737053
18.0660954712362;62;22.7478580171359;42.0;2.53365973072215;2.25826193390453;9.97931456548348;2.03794369645043;0.2203182374541;0.550795593635251;0.11015911872705
26.328029375765;66;38.4455324357405;45.0;2.31334149326805;3.08445532435741;11.4620563035496;0.330477356181151;0.2203182374541;0.2203182374541;0.11015911872705
39.0;83;19.4444444444444;52.0;1.22222222222222;1.22222222222222;11.1733333333333;0.0;0.222222222222222;0.0;0.111111111111111
20.5269658295595;72;28.1597365170852;33.0;2.2972416632359;1.18567311650885;12.0405104981474;1.14862083161795;0.185261424454508;0.22231370934541;0.111156854672705
25.0309023485785;68;25.1421508034611;31.0;1.66872682323857;0.556242274412855;11.7133498145859;0.556242274412855;0.111248454882571;0.556242274412855;0.111248454882571
22.8756260434057;64;31.7404006677796;46.0;2.29131886477462;1.72787979966611;11.2665275459098;0.375626043405676;0.112687813021703;0.300500834724541;0.112687813021703
38.4724005134788;76;24.4929396662388;54.0;1.15532734274711;0.808729139922978;10.8670089858793;0.577663671373556;0.115532734274711;0.115532734274711;0.115532734274711
29.4967741935484;74;22.9935483870968;43.0;2.20645161290323;2.43870967741935;11.4758709677419;0.696774193548387;0.174193548387097;0.406451612903226;0.116129032258065
45.5266579973992;80;16.7360208062419;44.0;0.46814044213264;1.1703511053316;10.1644993498049;0.23407022106632;0.23407022106632;0.0;0.11703511053316
15.9868421052632;71;16.2236842105263;41.0;2.36842105263158;1.30263157894737;11.2677631578947;1.06578947368421;0.0;0.118421052631579;0.118421052631579
31.3217623497997;66;31.041388518024;39.0;1.1214953271028;1.64218958611482;11.7468624833111;0.600801068090788;0.120160213618158;0.240320427236315;0.120160213618158
29.8795180722892;61;32.1686746987952;39.0;3.13253012048193;2.04819277108434;11.8698795180723;1.44578313253012;0.120481927710843;0.72289156626506;0.120481927710843
