classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test,org_pred_classes_QSM,dim_04_shifted_by_0.05,pred_with_dim_04_shifted_by_0.05
0,0.39737132240898615,0.28622988827862667,-1.2755421270354939,0.6055908933162816,0.9458358803223745,-4.576762448053614,861.8411596009036,48.86015828934198,0,0,1.283554462041967,0
0,-0.11061144093694773,0.44862762109458754,-0.4795000183630183,-0.7377322593421004,1.7373897116819923,-502.76228947781016,862.2335152113992,46.27256980343427,0,0,2.0153094152356426,1
0,0.518150830480554,0.8664409945402216,0.004194959774546533,0.6956847360845282,0.868732959234668,-74.15508390452538,856.3774765346336,28.689320875891383,0,0,1.251817313104541,0
0,1.2184238851264204,0.8430416416279224,0.03758447501179365,1.0845102870439607,0.7186470806452677,-380.3172456023469,860.0459046231781,-64.84444112263373,0,0,1.0983308986350386,0
0,-0.18732269977866878,-1.102135494365673,-0.36005237718339494,0.3307479225789607,0.6978066266047638,-422.49489374222895,857.5942273979908,-92.05737824699662,0,0,1.0659091066126374,0
0,-0.18730956555934444,-0.7502600319320982,0.498279945877999,1.5014366500464529,0.956832914049401,-152.37169793016324,857.15681427183,17.20529312160039,0,0,1.2866439078562644,0
0,1.2633702524059132,0.41202821376692783,-0.8540963435060756,-0.6190313592828585,1.3064874171537246,-839.545728474146,862.6203392219163,26.570165962642932,0,0,1.6470678471135756,0
0,0.613947783322327,0.4110287607297671,-0.1139035880170348,-0.9957237626491336,0.6418538528177161,-730.0379625194614,856.755747689023,-67.11422366934778,0,0,1.045877026451445,0
0,-0.3755795087479617,0.4120381490448384,0.0962365053695191,-1.4229761991234229,1.2374990192016382,-605.9277032169691,859.6531382520626,19.63424783672619,0,0,1.5662066649535693,0
0,0.43404803486877175,3.0821851925237773,0.41155106724699925,1.1968354491913464,0.20566877910570813,60.02054662432879,863.7343906665348,-6.228890946624048,0,0,0.7186470806452677,0
0,-0.3707341542499698,0.4567124085545336,0.5692919024711118,0.5234925250832462,0.9153501821531976,30.942623328693543,857.196886375249,60.14355735507765,0,0,1.2816621841030118,0
0,-0.3725838028562055,0.9084525121444792,-0.8997136734702954,-0.04446773672836406,1.3304704117110087,-368.6506563874125,864.0767064975636,-45.81224790740569,0,0,1.6770652302822155,0
0,0.1935698172528273,0.7632014107945619,-1.2272913365884979,0.22397490105585624,0.8230831741378649,-25.467714118333532,864.2182226837764,-2.0883499263783705,0,0,1.166607083996059,0
0,-1.5306241957262383,0.5211130010446384,1.0221414575188073,-0.9003912378387012,1.0659091066126374,-870.3848481607845,860.4084226455742,-59.35892646428934,0,0,1.3711497748230947,0
0,-1.3799342660104263,-0.2522153957122765,0.2658512095836733,1.9566015836934612,0.6402799900448409,-23.20119123112505,857.0606266786143,-53.508417150115235,0,0,1.0451450392474269,0
0,-0.44983002339277817,0.6071753763946139,-0.5987892292452429,0.10337694558018201,1.2816621841030118,-363.15929271656586,858.3282892554923,63.43800837316895,0,0,1.6218347587776871,0
0,-0.8102648962675391,-0.6182601716300575,1.2409215804180185,0.08751583568391431,0.3233546142202385,-235.68386349406148,859.2696246868433,-40.05162702239261,0,0,0.7746832680591984,0
0,0.2513978660762191,-0.1894548853920071,0.09253970743428694,0.5806132991189535,1.456939496695811,-520.1628818839879,858.2694000598902,-57.50256508147757,0,0,1.8361066857942432,0
