classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test,org_pred_classes_QSM,dim_04_shifted_by_0.05,pred_with_dim_04_shifted_by_0.05
3,1.67134179100195,-0.2049438019963041,3.0109653421237352,-1.1734281524925416,6.137397815146412,-356.11121368629523,859.5237520987672,-93.46678861259012,3,3,6.196305798057508,3
3,-0.3980358449955311,-0.1611932271580144,3.391081081482665,-1.0297308548674,6.196305798057508,-366.4103270488268,858.0923397696363,98.4805589011921,3,3,6.367057446528978,3
3,0.3123035440340689,-0.1571732667424777,2.216045886713138,-0.3327735423578869,5.378775246676509,-40.92736728024039,858.2245082179361,12.966789246152814,3,3,5.621030770481215,3
3,0.8116913418967231,-0.1206701692533562,3.2168049817275044,-0.2998576452974449,6.596320747233949,38.34372473093431,856.4560520526015,36.683824810497214,3,3,6.710101235769763,3
3,1.6549056027750513,-0.1075974275213861,2.1723172043650303,0.3356879776192945,5.573987623701177,-18.270577502062423,862.5129932492213,-52.70791985301099,3,3,5.690108459959736,3
2,1.9104846385408665,-0.0834398483006302,1.9300923372903327,0.3516009844961811,6.034060259379275,-878.7399097637597,861.0547284411018,-55.12477210972583,3,3,6.07394699692892,3
3,0.7245091235921091,-0.0494113598881031,2.4347835029360745,0.7802499667823831,6.5747628780404455,-512.2965301387474,861.5528521879729,74.45444764041423,3,3,6.64991230235229,3
3,0.1055017420801823,-0.0314458301021049,2.6145657733053898,-0.0755669715536022,6.1468946543874186,-392.9026012216471,857.5966298298234,-60.38883624271244,3,3,6.280115574167611,3
3,-0.2966523158321833,-0.0268900517629704,2.2820039746855034,-0.3119389652475562,5.912452660190494,-758.6988083442479,855.950628401282,-64.72017014002583,3,3,5.966837458364047,3
3,-0.2340022568114109,-0.0052170521835664,1.7430057871056706,-1.117694548090393,6.37264383838858,-736.5524303429368,856.3320217674739,-66.92311745492535,3,3,6.565849774010074,3
3,0.8861503097673702,0.0029565374782778,2.201792317141342,0.5917225213797371,6.367057446528978,-125.35495271901353,860.6464011040775,-54.43247726820289,3,3,6.51275785406862,3
3,-0.1270125324691172,0.0124946671596824,1.5136997914593455,0.3403919465921842,6.722668872576876,-708.683696938104,860.106175475821,73.48255946058055,3,3,6.777489484670762,3
3,0.3263863596605036,0.0348117349147728,2.512383836160659,-0.0792754401930152,6.777489484670762,-97.16084048795466,859.0795875768451,86.47227718570755,3,3,6.96018289170321,3
0,0.0734086212284018,0.0558416679920151,2.46310464676419,0.7485427145179689,0.5216440058730532,-587.4493587980139,861.2815036017664,-74.9739107432803,0,0,5.432481499252649,3
3,0.7724713731203974,0.0655964451308483,2.294986517854016,-2.265724478488455,5.8432434964492845,-773.9219076177396,862.4614045610524,-98.40403411813868,3,3,5.875763806713937,3
3,0.3164874047455778,0.0670613023434887,1.9608822532207155,-0.329141285692802,5.870581311323081,95.00181788315524,856.8397521091625,-79.87036204705453,3,3,5.927179871991409,3
3,-0.5708846397785992,0.0762753595530465,2.2337541826610985,0.1872195634825183,6.96018289170321,-767.6739489573188,862.263100649032,107.44090011192904,3,3,6.96018289170321,3
4,-0.2729991810707991,0.0791905967612782,2.5182136133967816,0.9639078396366136,5.72458303938633,-64.56344922577287,857.0136525394348,82.74911537393383,3,3,5.787443996754626,3
3,-0.1811251474082509,0.0988381567644658,3.036697425490412,1.3243256904706362,6.027186725060162,-569.6626543075654,859.7198958802087,76.23208861366096,4,4,6.063919828477831,4
3,2.8592755402469803,0.1159102664775129,1.6670444760917968,-1.0345132350069182,6.64991230235229,-678.081022195564,863.4339241173764,-25.73971810624178,3,3,6.738353077160411,3
3,0.8997480882423471,0.1374714718348249,2.943780166688568,-0.9617196208608711,5.690108459959736,-235.05695998710848,863.9346833805795,-79.21290902952956,3,3,5.7631467159028125,3
3,0.4491803403077159,0.1451412960911771,3.929341340462737,1.4636961613728698,6.710101235769763,-288.10754545959225,858.8927679479898,17.870772101143814,4,4,6.7767833774455015,4
3,0.3948219234626657,0.1525084730120194,3.5233092716584054,-0.274039360686212,5.422705340141018,23.05522834474664,863.3049436853614,-89.6611333594937,3,3,5.62808067342821,3
3,-1.608598191213502,0.1560199872225014,2.745753251408308,-0.989941310578058,5.856315012243107,-217.4412555217707,858.4900922312263,-68.44408360468393,3,3,5.903210093810062,3
3,0.4811582793006095,0.1578338125049651,3.2503110148065586,0.3628069700435739,6.236979693915794,138.1989673833719,860.8182650366937,-37.97622291327178,3,3,6.37264383838858,3
