dim_00;dim_01;dim_02;dim_03;dim_04;rand_00;rand_01;rand_02
-1.8410559923620744;-3.487469417328046;-3.9984488139943517;-2.4098993925413548;3.5041876907873504;-728.9793288074693;859.2974072047988;31.25072339664206
-3.1329816446341168;-0.9155416514317214;-3.7843744152995673;-2.4314440115706164;4.5957353227895315;-484.73050541824665;857.2245496657546;67.48600723582665
-2.0704729952232586;-3.443090234049892;-3.774678208040865;-2.084655005998158;4.53042357447457;-127.08052596761871;863.6513862710827;-13.917485384847467
-3.9411136564281666;-2.426180398573523;-3.737257123808358;-1.7885853826834908;3.216485359169567;-587.8808295112401;856.1800519725573;-84.81158793689124
-2.1057354845154976;-2.78772382787781;-3.7357419341805618;-1.89894864041344;3.6488890327946883;-391.53809345742485;856.8380549789525;-41.45687289963851
-1.4430656022725687;-2.38541277687478;-3.559649374203494;-4.2700051531179035;3.2955027198284594;-715.6377229731211;861.9751754184698;-95.12330604504581
-1.2540521032362661;-1.9798313059679342;-3.549402162001972;-1.4901402535815418;3.905564781494668;10.46890251100578;864.1712177798786;32.60634969989596
-1.6949523101881723;-0.44132588416814933;-3.456868855435597;-1.998704774914447;3.512962584677196;5.921540882952911;860.7535470224483;-68.20694438712476
-1.3102211904904184;-3.2567051657007298;-3.4249267315725067;-3.2359498773414073;4.252114138609364;110.47794948138908;861.0003404122463;48.94117054611213
-2.1794551767024837;-1.8374112363311752;-3.275804766530666;-1.467704851973736;3.32238516755949;-675.6778721780242;862.7455739039578;-36.470802629890045
-0.9191416860694885;-2.7792974769730945;-3.266870711830064;-1.4669842623651814;4.336801724572455;-125.94821559238221;857.1519234597637;-40.153351103488546
-1.230410248742527;-2.073364819316101;-3.2412097992471436;-1.8031331077468729;4.186431951606933;-708.4524395223775;858.6050220921837;14.540489381513524
-2.3106775506409267;-2.0544987401343624;-3.1155960550874093;-1.310850779493756;3.793012113162725;-699.2704051066878;861.5816089006756;-56.51706300674192
-2.704603271682184;-2.476427948147087;-3.1102948403646415;-1.8315193285618865;3.7110075385692673;-386.15955716261857;861.6598772945839;83.4950280286851
-1.8361928940785726;-3.4735182183662863;-3.0855484557596604;-1.3488153118418071;4.569798131911135;-72.34644450485132;856.2321173596702;30.887254036518172
-2.623069634256348;-3.0924939233521194;-3.082006951552578;-3.1561642115297808;3.905053509205405;-740.4498136464367;862.5673580994812;106.0612787508795
-1.6410913883883782;-0.8604033430024418;-3.0665026838222453;-2.7528181605331032;4.1354299041285625;-670.7246899572974;858.5874860476258;-0.9832216042704118
-2.1971067220116383;-1.974074389327891;-2.983346878240333;-2.2022106040769485;4.476112182732268;-671.3393374266793;856.9890014087343;-56.166499966090385
-1.493071180180753;-0.3254416542320442;-2.955618351812828;-2.1850407543437598;4.265002200960572;-100.58346956548192;858.875922339123;-13.57640995602705
-1.9421768276925688;-2.63401875769217;-2.9553515208738315;-2.375304683368327;4.001442514121406;-35.765317087998454;856.7462211027965;90.30337940254938
-1.083175884686348;-1.9645129619875144;-2.949594710644596;-2.48668061174347;4.061800161848005;-850.7178488218171;857.8664221990899;23.441574731917854
-2.0074308492542525;-3.8973274886871137;-2.9415696902159745;-2.019386267095754;3.317828478372477;-848.2160565024305;860.4485841784142;85.5277026665382
-0.8302432490258904;-2.6688497216800195;-2.9256932949706167;-2.2522373242288993;4.4839674681322235;-337.47900064119926;857.204710911121;60.547584348900656
-2.5063042199078334;-1.6051518365325668;-2.925132653395085;-2.1261975865851883;4.251614456806493;106.70078513675806;863.872214854967;-17.42794019195476
-2.254590022194096;-1.584078288376998;-2.906227961014196;-0.9907845979715872;3.366035775289377;-208.42804705075503;856.9752222466304;48.511320972382904
-3.1389461095071383;-1.32418049937464;-2.868843665694469;-0.6190187634914939;3.63466385243511;-81.42118190751631;859.609923794567;-3.3475186303571576
-2.0504984104889985;-1.5317604507869296;-2.8638739582251898;-2.1362065974367246;3.8426091808352694;-150.74883088354449;856.9717848221158;45.01830860692623
-1.989737085165052;-1.7540771442242493;-2.856153250315465;-3.015998877915101;4.39904717933995;-535.2894547293342;858.8518363555395;-13.54610329898101
-2.787994500653612;-1.3617249760833867;-2.8467525069133224;-0.8464439953584881;4.211684480966963;-656.5157759339772;859.8847291363456;-42.48299674150687
-1.5048909615814772;-1.2470545068640242;-2.8321549758527182;-1.5849030556479025;4.671596644562913;-95.07046276379549;858.9391698064676;102.58480792094781
-1.5787706530621544;-1.8183724169080888;-2.8044811005515724;-3.1978061161429157;4.120420965169266;-521.5309953631738;859.7829024957208;-71.6780291879833
-2.4073706900793077;-1.8590481419978462;-2.7876272403855746;-1.7667490586544217;3.6171118148681165;-689.8128283111148;862.0497464277079;-47.87971496675593
-2.5975386280561343;-3.338315121049259;-2.7729253786963337;-2.3255081956034998;4.044885264652584;-114.3815091253426;855.7438423293747;9.641227120783213
-3.200177489157549;-2.338878865382542;-2.76702276494942;-2.7942928008684365;3.6835565282382525;-544.4699661182651;863.7796444917774;62.40723588672399
-0.8635965701831494;-2.344247455963714;-2.7660551640121698;-1.805526617871441;4.524251199620974;-627.8070907747974;858.5118254656992;-46.93165013116308
