Name,Saison,Geburtstag,Position,Anzahl.Verschiedene.Positionen,Hauptposition,Anzahl.Spiele.Hauptposition,Zweitposition,Anzahl.Spiele.Zweitposition,Anzahl.Spiele.Gesamt,Steckbrief,Leistungsdaten,Anzahl_Leistungsdaten,Liga,Spielminuten,Problem,Datentypen,Eigentore,Assists,Schuss,Schussvorlagen,Ballkontakte,Pass,Pass_angekommen,Fehlpass,Passprozente,Zweikampf,Zweikampfprozente,Fouls,Gefoult,Abseits,Laufweite,Sprints,Geschwindigkeit,Tore,Fusstore,Kopftore,Elfmetertore,Elfmeterverschossen,Gegentore,Gehalten,Gehaltenelfer,Nation,Groesse,Gewicht,StarkerFuss,Hauptposition_adj,Zweitposition_adj,club,height,position,saison,ps_Eigentore,ps_Assists,ps_Schuss,ps_Schussvorlagen,ps_Ballkontakte,ps_Pass,ps_Pass_angekommen,ps_Fehlpass,ps_Zweikampf,ps_Fouls,ps_Gefoult,ps_Abseits,ps_Laufweite,ps_Sprints,ps_Tore,ps_Fusstore,ps_Kopftore,ps_Elfmetertore,ps_Elfmeterverschossen,ps_Gegentore,ps_Gehalten,ps_Gehaltenelfer,Jahrgang,Alter
Aaron Hunt,2009,1986-09-04,Linkes Mittelfeld 16|Linksaußen 7|Offensives Mittelfeld 6|Rechtsaußen 3|Mittelstürmer 2|Zentrales Mittelfeld 1|Rechtes Mittelfeld 1,7,Linkes Mittelfeld,16,Linksaußen,7,36,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2009 / 2010|Bundesliga Europa League DFB-Pokal Europa League Qual.|Gespielte Minuten 2317|Tore 9|Tore per Fuß 7|Tore per Kopf 2|Assists 6|Torschüsse 60|Torschussvorlagen 64|Ballkontakte 1597|Gespielte Pässe 1071|Angekommene Pässe 835|Fehlpässe 236|Angekommene Pässe (%) 77|Zweikämpfe 591|Gewonnene Zweikämpfe (%) 43|Fouls 22|Gefoult worden 53|Abseits 8,19,Bundesliga,2317,,Gespielte Minuten|Tore|Tore per Fuß|Tore per Kopf|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits,0,6,60,64,1597,1071,835,236,77,591,43,22,53,8,,,,9,7,2,0,0,0,0,0,Deutschland,183,73,Links,Mittelfeld Au�en,Fl�gelspieler,Werder Bremen,183,MF,2009/2010,0,0.233059991368148,2.33059991368148,2.48597324126025,62.0328010358222,41.6012084592145,32.4341821320673,9.16702632714717,22.9564091497626,0.854553301683211,2.05869659041865,0.310746655157531,,,0.349589987052223,0.27190332326284,0.0776866637893828,0,0,0,0,0,1986,23
Aaron Hunt,2010,1986-09-04,Offensives Mittelfeld 13|Linkes Mittelfeld 5|Rechtsaußen 5|Linksaußen 5|Rechtes Mittelfeld 2|Hängende Spitze 2,6,Offensives Mittelfeld,13,Linkes Mittelfeld,5,32,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2010 / 2011|Bundesliga Europa League Champions League DFB-Pokal Champions League Qual.|Gespielte Minuten 1886|Tore 3|Tore per Fuß 2|Elfmetertore 1|Assists 3|Torschüsse 28|Torschussvorlagen 58|Ballkontakte 1273|Gespielte Pässe 790|Angekommene Pässe 631|Fehlpässe 159|Angekommene Pässe (%) 79|Zweikämpfe 460|Gewonnene Zweikämpfe (%) 37|Fouls 21|Gefoult worden 36|Abseits 11,19,Bundesliga,1886,,Gespielte Minuten|Tore|Tore per Fuß|Elfmetertore|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits,0,3,28,58,1273,790,631,159,79,460,37,21,36,11,,,,3,2,0,1,0,0,0,0,Deutschland,183,73,Links,Offensives Mittelfeld,Mittelfeld Au�en,Werder Bremen,183,MF,2010/2011,0,0.143160127253446,1.33616118769883,2.7677624602333,60.7476139978791,37.6988335100742,30.1113467656416,7.58748674443266,21.9512195121951,1.00212089077413,1.71792152704136,0.52492046659597,,,0.143160127253446,0.095440084835631,0,0.0477200424178155,0,0,0,0,1986,24
Aaron Hunt,2011,1986-09-04,Linkes Mittelfeld 17|Offensives Mittelfeld 2,2,Linkes Mittelfeld,17,Offensives Mittelfeld,2,19,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2011 / 2012|Bundesliga DFB-Pokal|Gespielte Minuten 1598|Tore 3|Tore per Fuß 2|Elfmetertore 1|Assists 4|Torschüsse 40|Torschussvorlagen 59|Ballkontakte 1133|Gespielte Pässe 740|Angekommene Pässe 588|Fehlpässe 152|Angekommene Pässe (%) 79|Zweikämpfe 329|Gewonnene Zweikämpfe (%) 52|Fouls 15|Gefoult worden 43|Abseits 7|Laufweite (km) 212.53|Sprints 312|Maximale Geschwindigkeit (km/h) 32,22,Bundesliga,1598,,Gespielte Minuten|Tore|Tore per Fuß|Elfmetertore|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),0,4,40,59,1133,740,588,152,79,329,52,15,43,7,212.53,312,32,3,2,0,1,0,0,0,0,Deutschland,183,73,Links,Mittelfeld Au�en,Offensives Mittelfeld,Werder Bremen,183,MF,2011/2012,0,0.225281602002503,2.25281602002503,3.32290362953692,63.811013767209,41.6770963704631,33.116395494368,8.56070087609512,18.5294117647059,0.844806007509387,2.42177722152691,0.394242803504381,11.969774718398,17.5719649561952,0.168961201501877,0.112640801001252,0,0.0563204005006258,0,0,0,0,1986,25
Aaron Hunt,2012,1986-09-04,Offensives Mittelfeld 25|Linkes Mittelfeld 2|Zentrales Mittelfeld 2,3,Offensives Mittelfeld,25,Linkes Mittelfeld,2,29,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2012 / 2013|Bundesliga DFB-Pokal|Gespielte Minuten 2346|Tore 11|Tore per Fuß 6|Elfmetertore 5|Elfmeter verschossen 1|Assists 6|Torschüsse 84|Torschussvorlagen 84|Ballkontakte 1798|Gespielte Pässe 1151|Angekommene Pässe 929|Fehlpässe 222|Angekommene Pässe (%) 80|Zweikämpfe 590|Gewonnene Zweikämpfe (%) 46|Fouls 21|Gefoult worden 69|Abseits 6|Laufweite (km) 308.28|Sprints 465|Maximale Geschwindigkeit (km/h) 31,23,Bundesliga,2346,,Gespielte Minuten|Tore|Tore per Fuß|Elfmetertore|Elfmeter verschossen|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),0,6,84,84,1798,1151,929,222,80,590,46,21,69,6,308.28,465,31,11,6,0,5,1,0,0,0,Deutschland,183,73,Links,Offensives Mittelfeld,Mittelfeld Au�en,Werder Bremen,183,MF,2012/2013,0,0.230179028132992,3.22250639386189,3.22250639386189,68.9769820971867,44.156010230179,35.6393861892583,8.51662404092072,22.6342710997443,0.805626598465473,2.64705882352941,0.230179028132992,11.8265984654731,17.8388746803069,0.421994884910486,0.230179028132992,0,0.191815856777494,0.0383631713554987,0,0,0,1986,26
Aaron Hunt,2013,1986-09-04,Offensives Mittelfeld 26|Hängende Spitze 4|Mittelstürmer 1|Linksaußen 1,4,Offensives Mittelfeld,26,Hängende Spitze,4,32,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2013 / 2014|Bundesliga DFB-Pokal|Gespielte Minuten 2678|Tore 7|Tore per Fuß 5|Elfmetertore 2|Elfmeter verschossen 1|Assists 7|Torschüsse 57|Torschussvorlagen 87|Ballkontakte 1629|Gespielte Pässe 1003|Angekommene Pässe 748|Fehlpässe 255|Angekommene Pässe (%) 74|Zweikämpfe 725|Gewonnene Zweikämpfe (%) 46|Fouls 25|Gefoult worden 52|Abseits 20|Laufweite (km) 327.17|Sprints 720|Maximale Geschwindigkeit (km/h) 33,23,Bundesliga,2678,,Gespielte Minuten|Tore|Tore per Fuß|Elfmetertore|Elfmeter verschossen|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),0,7,57,87,1629,1003,748,255,74,725,46,25,52,20,327.17,720,33,7,5,0,2,1,0,0,0,Deutschland,183,73,Links,Offensives Mittelfeld,Offensives Mittelfeld,Werder Bremen,183,MF,2013/2014,0,0.235250186706497,1.91560866318148,2.92382374906647,54.7460791635549,33.7079910380881,25.1381628080657,8.5698282300224,24.3651979088872,0.840179238237491,1.74757281553398,0.672143390589993,10.9952576549664,24.1971620612397,0.235250186706497,0.168035847647498,0,0.0672143390589993,0.0336071695294996,0,0,0,1986,27
Aaron Hunt,2014,1986-09-04,Offensives Mittelfeld 13|Linksaußen 3|Rechtsaußen 3|Zentrales Mittelfeld 1|Linkes Mittelfeld 1,5,Offensives Mittelfeld,13,Linksaußen,3,21,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2014 / 2015|Bundesliga Europa League DFB-Pokal|Gespielte Minuten 432|Tore 2|Tore per Fuß 2|Assists 1|Torschüsse 9|Torschussvorlagen 15|Ballkontakte 268|Gespielte Pässe 178|Angekommene Pässe 144|Fehlpässe 34|Angekommene Pässe (%) 80|Zweikämpfe 106|Gewonnene Zweikämpfe (%) 47|Fouls 4|Gefoult worden 6|Abseits 4|Laufweite (km) 61.44|Sprints 146|Maximale Geschwindigkeit (km/h) 33,21,Bundesliga,432,,Gespielte Minuten|Tore|Tore per Fuß|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),0,1,9,15,268,178,144,34,80,106,47,4,6,4,61.44,146,33,2,2,0,0,0,0,0,0,Deutschland,183,73,Links,Offensives Mittelfeld,Fl�gelspieler,VfL Wolfsburg,183,MF,2014/2015,0,0.208333333333333,1.875,3.125,55.8333333333333,37.0833333333333,30,7.08333333333333,22.0833333333333,0.833333333333333,1.25,0.833333333333333,12.8,30.4166666666667,0.416666666666667,0.416666666666667,0,0,0,0,0,0,1986,28
Aaron Hunt,2015,1986-09-04,Offensives Mittelfeld 20|Linksaußen 2|Zentrales Mittelfeld 1,3,Offensives Mittelfeld,20,Linksaußen,2,23,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2015 / 2016|Bundesliga Europa League|Gespielte Minuten 1743|Tore 1|Elfmetertore 1|Eigentore 1|Assists 2|Torschüsse 24|Torschussvorlagen 54|Ballkontakte 1125|Gespielte Pässe 802|Angekommene Pässe 613|Fehlpässe 189|Angekommene Pässe (%) 76|Zweikämpfe 403|Gewonnene Zweikämpfe (%) 49|Fouls 26|Gefoult worden 40|Abseits 4|Laufweite (km) 223.17|Sprints 476|Maximale Geschwindigkeit (km/h) 33,22,Bundesliga,1743,,Gespielte Minuten|Tore|Elfmetertore|Eigentore|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),1,2,24,54,1125,802,613,189,76,403,49,26,40,4,223.17,476,33,1,0,0,1,0,0,0,0,Deutschland,183,73,Links,Offensives Mittelfeld,Fl�gelspieler,Hamburger SV,183,MF,2015/2016,0.0516351118760757,0.103270223752151,1.23924268502582,2.78829604130809,58.0895008605852,41.4113597246127,31.6523235800344,9.75903614457831,20.8089500860585,1.34251290877797,2.06540447504303,0.206540447504303,11.5234079173838,24.5783132530121,0.0516351118760757,0,0,0.0516351118760757,0,0,0,0,1986,29
Aaron Hunt,2016,1986-09-04,Rechtsaußen 8|Offensives Mittelfeld 6|Linksaußen 6|Zentrales Mittelfeld 4|Mittelstürmer 2,5,Rechtsaußen,8,Offensives Mittelfeld,6,26,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2016 / 2017|Bundesliga DFB-Pokal|Gespielte Minuten 1309|Tore 4|Tore per Fuß 4|Elfmeter verschossen 1|Assists 2|Torschüsse 14|Torschussvorlagen 36|Ballkontakte 809|Gespielte Pässe 498|Angekommene Pässe 367|Fehlpässe 131|Angekommene Pässe (%) 73|Zweikämpfe 316|Gewonnene Zweikämpfe (%) 47|Fouls 24|Gefoult worden 33|Abseits 6|Laufweite (km) 166.85|Sprints 429|Maximale Geschwindigkeit (km/h) 32,22,Bundesliga,1309,,Gespielte Minuten|Tore|Tore per Fuß|Elfmeter verschossen|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),0,2,14,36,809,498,367,131,73,316,47,24,33,6,166.85,429,32,4,4,0,0,1,0,0,0,Deutschland,183,73,Links,Fl�gelspieler,Offensives Mittelfeld,Hamburger SV,183,MF,2016/2017,0,0.137509549274255,0.962566844919786,2.47517188693659,55.6226126814362,34.2398777692895,25.2330022918258,9.00687547746371,21.7265087853323,1.65011459129106,2.26890756302521,0.412528647822766,11.4717341482047,29.4957983193277,0.27501909854851,0.27501909854851,0,0,0.0687547746371276,0,0,0,1986,30
Aaron Hunt,2017,1986-09-04,Offensives Mittelfeld 20|Rechtsaußen 6|Mittelstürmer 3|Linksaußen 1,4,Offensives Mittelfeld,20,Rechtsaußen,6,30,"Spieler Steckbrief
Name
Aaron Hunt
Nation
Deutschland
Größe in cm
183
Verein
Hamburger SV
seit
08/2015
Vertrag bis
06/2020
Geboren am
04.09.1986
in
Deutschland
Gewicht in kg
73
Position
Mittelfeld
Rückennummer
14
Starker Fuss
Links",2017 / 2018|Bundesliga DFB-Pokal|Gespielte Minuten 2169|Tore 3|Tore per Fuß 2|Elfmetertore 1|Assists 2|Torschüsse 31|Torschussvorlagen 78|Ballkontakte 1456|Gespielte Pässe 882|Angekommene Pässe 725|Fehlpässe 157|Angekommene Pässe (%) 82|Zweikämpfe 451|Gewonnene Zweikämpfe (%) 45|Fouls 27|Gefoult worden 41|Abseits 5|Laufweite (km) 286.71|Sprints 597|Maximale Geschwindigkeit (km/h) 33,22,Bundesliga,2169,,Gespielte Minuten|Tore|Tore per Fuß|Elfmetertore|Assists|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),0,2,31,78,1456,882,725,157,82,451,45,27,41,5,286.71,597,33,3,2,0,1,0,0,0,0,Deutschland,183,73,Links,Offensives Mittelfeld,Fl�gelspieler,Hamburger SV,183,MF,2017/2018,0,0.0829875518672199,1.28630705394191,3.23651452282158,60.4149377593361,36.597510373444,30.0829875518672,6.51452282157676,18.7136929460581,1.12033195020747,1.70124481327801,0.20746887966805,11.8966804979253,24.7717842323651,0.12448132780083,0.0829875518672199,0,0.04149377593361,0,0,0,0,1986,31
Abdul Rahman Baba,2012,1994-07-02,Linker Verteidiger 20|Linkes Mittelfeld 1,2,Linker Verteidiger,20,Linkes Mittelfeld,1,21,"Spieler Steckbrief
Name
Abdul Rahman Baba
Nation
Ghana
Größe in cm
180
Verein
FC Schalke 04
seit
01/2018
Vertrag bis
06/2019
Geboren am
02.07.1994
in
Ghana
Gewicht in kg
72
Position
Abwehr
Rückennummer
14
Starker Fuss
Links",2012 / 2013|Bundesliga DFB-Pokal|Gespielte Minuten 1630|Torschüsse 3|Torschussvorlagen 13|Ballkontakte 1070|Gespielte Pässe 522|Angekommene Pässe 377|Fehlpässe 145|Angekommene Pässe (%) 72|Zweikämpfe 383|Gewonnene Zweikämpfe (%) 56|Fouls 21|Gefoult worden 24|Abseits 4|Laufweite (km) 186.37|Sprints 334|Maximale Geschwindigkeit (km/h) 31,18,Bundesliga,1630,,Gespielte Minuten|Torschüsse|Torschussvorlagen|Ballkontakte|Gespielte Pässe|Angekommene Pässe|Fehlpässe|Angekommene Pässe (%)|Zweikämpfe|Gewonnene Zweikämpfe (%)|Fouls|Gefoult worden|Abseits|Laufweite (km)|Sprints|Maximale Geschwindigkeit (km/h),0,0,3,13,1070,522,377,145,72,383,56,21,24,4,186.37,334,31,0,0,0,0,0,0,0,0,Ghana,180,72,Links,Au�enverteidiger,Mittelfeld Au�en,SpVgg Greuther Fürth,180,AB,2012/2013,0,0,0.165644171779141,0.717791411042945,59.079754601227,28.8220858895706,20.8159509202454,8.00613496932515,21.1472392638037,1.15950920245399,1.32515337423313,0.220858895705521,10.2903680981595,18.441717791411,0,0,0,0,0,0,0,0,1994,18
