classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test,org_pred_classes_QSM,dim_04_shifted_by_0.05,pred_with_dim_04_shifted_by_0.05
5,-4.406105871755006,-1.1359551526885516,-1.6625759405993032,-3.64028596582736,4.304852205052649,137.50303000366,858.3015439033477,1.7019670755536822,5,5,5.507453322716593,2
5,-3.5120081369463545,-1.0976728053971447,-1.724756862749227,-1.0525946838430618,4.316124428836324,-848.2377562624249,862.292003699738,-86.91635179170171,5,5,5.546624895982195,2
5,-3.4690878270163177,-1.0436154793396168,-1.8245581302396512,-1.6926383423952829,4.032459796755496,-571.5498536439607,860.192459820675,96.7974882554541,5,5,5.274898186955388,2
5,-3.1329816446341168,-0.9155416514317214,-3.7843744152995673,-2.4314440115706164,4.595735322789532,-484.73050541824665,857.2245496657546,67.48600723582665,5,5,5.558018992070938,2
5,-2.8764155110764498,-1.170957686342016,-1.0845655451520488,-4.536340588702444,3.605936675495296,-108.96488261755805,861.9856867962677,-48.70781302221423,5,5,4.265002200960572,5
5,-2.6249251025048914,-0.5049457275649174,-1.7197038268909297,-2.533751267822004,3.2374503756460373,-291.8307797565207,860.3121433545143,-86.46830098148669,5,5,4.032459796755496,5
5,-2.590445666929113,-1.1397252784344818,-2.3959723842944585,-2.1988926830133417,3.7518874391039647,-689.3310914171004,859.216564504822,-52.56146749990455,5,5,4.316124428836324,5
5,-2.588160827810597,-0.6404512135930323,-2.0424854413575284,-0.7258640013736928,3.875402157364404,-322.871863455389,863.4289395156047,-37.98118713434272,5,5,4.426539809735059,5
5,-2.384667031609584,-0.5146820507504362,-1.7903465527306195,-1.0831779399892678,4.426539809735059,111.33905706506808,860.0701217380828,73.62008284240966,5,5,5.5564914997508135,2
5,-2.0178402269744424,-0.8373796191659644,-2.272478965527889,-3.613871038497929,4.215873479695505,5.311246214520025,863.7389976326801,-35.52911651420999,5,5,5.365129647723397,2
4,-1.9351139982943124,-0.2519373639828428,0.3495885021918961,1.539446665216178,6.158628434158363,-203.46970749476048,864.0122639556965,-97.30320476880706,4,4,6.376952397538425,4
4,-1.8461269552981487,0.4839511290303744,-0.416854842470473,1.7845351588505836,5.9904030459726485,-119.61840198338768,861.342312796508,10.62137197044325,4,4,6.274458228232443,4
5,-1.8349105829396395,-1.171645266866444,-1.769017597592131,-0.2760570580934862,4.276866595261853,-362.02688176138497,860.7344426750634,-52.7701150995224,5,5,5.408360266844754,2
4,-1.8348794071025565,1.612786159689648,0.2080337659583888,2.283111646845424,5.648500081575726,-152.15398439113284,862.1406294894682,-76.53257401707401,4,4,5.831416907497267,4
