classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test
3,1.67134179100195,-0.2049438019963041,3.0109653421237352,-1.1734281524925416,6.137397815146412,-356.11121368629523,859.5237520987672,-93.46678861259011,3
3,-0.39803584499553113,-0.1611932271580144,3.391081081482665,-1.0297308548674,6.196305798057508,-366.4103270488268,858.0923397696363,98.4805589011921,3
3,0.31230354403406896,-0.15717326674247775,2.216045886713138,-0.3327735423578869,5.378775246676509,-40.92736728024039,858.2245082179361,12.966789246152814,3
3,0.8116913418967231,-0.12067016925335626,3.2168049817275044,-0.2998576452974449,6.596320747233949,38.34372473093431,856.4560520526015,36.683824810497214,3
3,1.6549056027750513,-0.10759742752138618,2.1723172043650303,0.33568797761929453,5.573987623701177,-18.270577502062423,862.5129932492213,-52.70791985301099,3
2,1.9104846385408663,-0.08343984830063023,1.9300923372903327,0.35160098449618116,6.034060259379275,-878.7399097637597,861.0547284411018,-55.124772109725825,3
3,0.7245091235921091,-0.04941135988810314,2.4347835029360745,0.7802499667823831,6.5747628780404455,-512.2965301387474,861.5528521879729,74.45444764041423,3
3,0.10550174208018237,-0.03144583010210495,2.6145657733053898,-0.0755669715536022,6.1468946543874186,-392.9026012216471,857.5966298298234,-60.38883624271244,3
3,-0.2966523158321833,-0.026890051762970407,2.2820039746855034,-0.31193896524755627,5.912452660190494,-758.6988083442479,855.950628401282,-64.72017014002583,3
3,-0.23400225681141096,-0.00521705218356645,1.7430057871056706,-1.117694548090393,6.37264383838858,-736.5524303429368,856.3320217674739,-66.92311745492535,3
3,0.8861503097673702,0.0029565374782778604,2.201792317141342,0.5917225213797371,6.367057446528978,-125.35495271901351,860.6464011040775,-54.43247726820289,3
3,-0.12701253246911726,0.012494667159682438,1.5136997914593457,0.34039194659218425,6.722668872576876,-708.683696938104,860.106175475821,73.48255946058055,3
3,0.32638635966050367,0.034811734914772866,2.512383836160659,-0.0792754401930152,6.777489484670762,-97.16084048795466,859.0795875768451,86.47227718570755,3
0,0.07340862122840185,0.055841667992015134,2.46310464676419,0.7485427145179689,0.5216440058730532,-587.4493587980139,861.2815036017664,-74.9739107432803,0
3,0.7724713731203974,0.06559644513084834,2.294986517854016,-2.265724478488455,5.8432434964492845,-773.9219076177396,862.4614045610524,-98.40403411813867,3
3,0.3164874047455778,0.06706130234348875,1.9608822532207155,-0.329141285692802,5.870581311323081,95.00181788315524,856.8397521091625,-79.87036204705453,3
3,-0.5708846397785992,0.07627535955304657,2.2337541826610985,0.18721956348251836,6.96018289170321,-767.6739489573188,862.263100649032,107.44090011192903,3
4,-0.2729991810707991,0.07919059676127826,2.5182136133967816,0.9639078396366136,5.72458303938633,-64.56344922577287,857.0136525394348,82.74911537393383,3
3,-0.18112514740825092,0.09883815676446588,3.0366974254904116,1.3243256904706362,6.027186725060162,-569.6626543075654,859.7198958802087,76.23208861366096,4
3,2.8592755402469803,0.11591026647751296,1.6670444760917968,-1.0345132350069182,6.64991230235229,-678.081022195564,863.4339241173764,-25.73971810624178,3
3,0.8997480882423471,0.13747147183482497,2.943780166688568,-0.9617196208608711,5.690108459959736,-235.05695998710848,863.9346833805795,-79.21290902952956,3
3,0.4491803403077159,0.1451412960911771,3.929341340462737,1.4636961613728698,6.710101235769763,-288.10754545959225,858.8927679479898,17.870772101143814,4
3,0.39482192346266576,0.15250847301201947,3.5233092716584054,-0.274039360686212,5.422705340141018,23.055228344746638,863.3049436853614,-89.6611333594937,3
3,-1.6085981912135021,0.1560199872225014,2.745753251408308,-0.989941310578058,5.856315012243107,-217.4412555217707,858.4900922312263,-68.44408360468393,3
3,0.4811582793006095,0.15783381250496517,3.2503110148065586,0.36280697004357393,6.236979693915794,138.19896738337187,860.8182650366937,-37.97622291327178,3
3,-0.6020940006033899,0.1930575479334248,2.068167559707121,-0.5661007158576209,5.62808067342821,-401.36520926171585,859.7164560112916,-24.783369731149406,3
3,-0.2162770578904194,0.20253219043038495,2.97846645367626,-0.9234901345863875,6.574426655056103,-590.5799338495256,857.314555652152,-42.79407538410146,3
3,0.10647804199503585,0.24088587135339368,1.875792760940201,0.3498505496311686,5.728817670350218,-5.96718295135085,856.3483267305905,-67.56940221035902,3
3,0.3605165936777313,0.24904693875430792,1.7808055345365565,-0.7858352274037437,6.406273567898985,-112.3687733459144,864.1461693933036,68.43961927160244,3
3,1.1876703095838415,0.25292476574622264,1.6002158590786955,0.24799918653244407,6.565849774010074,106.72726738112979,858.0635892217983,-79.08800961657201,3
1,1.0859109607710629,0.254734481072199,1.8554636319853555,-0.09675851888622526,2.0414100724386097,-405.65190143381295,855.7532737159225,7.7766943148133265,1
3,-0.5052055154234052,0.26708797325482775,2.4066149117396716,-0.691106368471813,5.927179871991409,-811.9535934228591,860.4736411642467,-55.13095776758118,3
3,1.234763555153931,0.2738702675916972,1.8163610757117223,-0.8169299660482402,6.632587297708374,-783.3932873229176,860.7006701885814,40.20865732839894,3
3,0.3996365919976798,0.29411943439313726,2.5484061910321634,0.311182983481747,5.966837458364047,-75.90721443752369,861.4760555879571,72.3714837606646,3
3,1.3171066363435187,0.309058654249248,1.850483073470412,-0.08853229484586356,6.195131109017844,-224.68402091610164,863.6419485554215,-79.79429910007843,3
3,0.9564903977756247,0.30944681655136214,1.9635902037590063,-0.5655140543898791,5.842633094693351,-570.7064547367368,861.6805829955177,80.91587654297683,3
3,-0.7852616805909436,0.3183416399574472,1.872763831679959,-0.16528902375683732,5.7631467159028125,-595.2813765759824,863.3564987119065,57.79338696569467,3
3,-0.7248860020445778,0.3278102367675979,1.9580764395380243,-1.4957933597563366,5.958484230619182,5.910218014258135,857.516638869701,-93.95919150190858,3
3,-0.06766388379933808,0.3318924002895284,2.797256408463558,0.677416620173195,5.9820643872346935,-687.5498157221944,863.3945937013027,40.98740940210757,3
3,1.0209089934589257,0.36379272971290755,1.5437189068690556,0.1264427919361055,5.947471757523149,-2.6684765556698267,861.0851317122714,-78.76285878424181,3
3,0.8125567367425153,0.3658243236921929,2.3150378385730015,-0.36092708672719903,6.381709678279799,-455.70935316566084,858.3995814241388,54.42932994081256,3
3,1.1953248515114185,0.3705650336792985,2.326885846161414,-1.2115762473446137,5.976841663417287,-505.23680791760836,859.1367792435354,-11.667846542735433,3
3,-0.5068039285402677,0.370630824094485,1.6268036966174417,-1.7017819362811963,6.020534458177712,-283.6201805628994,863.637017356503,-65.48246625045553,3
3,0.19029548016838826,0.375414071846821,1.579001714786063,-0.04527079111991667,6.7767833774455015,-293.77979615895,857.9357706905937,3.856868012916266,3
3,1.906896387356107,0.38355321446885116,2.1598483469749707,0.4125024707551652,6.144300826028728,-125.09973228387383,861.0829447634973,31.62863278849055,3
3,1.0466631942488556,0.4418399501436186,2.427853869076728,0.18021129379803963,6.8802680634247935,-841.3915612895594,856.7535560462499,17.856529497217537,3
3,0.8776018167354196,0.44260097598782694,2.1552861047626863,-0.3165445694050111,6.649137178972772,-521.8367300345856,860.0249888915504,18.0420332027727,3
3,0.2532137692353442,0.44651161161480507,1.847597515201751,-0.4822565246271693,6.738353077160411,-279.04945599320394,863.3151225413308,-65.29061994976763,3
3,0.014639764187762583,0.4585022505929601,2.2062020321142004,0.570169623089065,5.621030770481215,-241.48862093449537,859.2129707557779,-51.183383537066504,3
3,2.391097995695489,0.4656212536677815,2.3667093628411875,1.3620117265036846,6.059658767869754,81.57995584458558,856.6784319150231,29.96094174330557,4
4,-1.088242768545562,0.46589972227818977,1.9558102895015503,1.1818562451083168,5.800074451765062,-702.9235303373118,862.9350025058783,-56.72649801162524,4
3,1.4899505077473114,0.4760235726684518,3.213115244202858,-0.3277492741035979,6.003077335267784,-616.6240420388513,861.8314656504471,46.974093722529965,3
3,1.314129173474802,0.4790355116495282,3.4660456347833613,-0.4668794610768039,6.063919828477831,-589.0662030775322,863.7169112505038,-80.4855057354925,3
3,-1.0357385249581252,0.48997503521088187,2.3063911877927428,0.11487034920412816,5.810253157077882,-517.7457275876966,856.2438774176261,5.867821543717,3
3,0.6414566977115184,0.495769156772909,4.154426931184398,-0.6883080086236015,5.68291661924662,-776.9095647961317,856.7834867370042,87.48916454536604,3
4,-0.2614732272075795,0.4958917024212841,1.4406380578189306,1.8949238781145208,5.432481499252649,-245.4859338256977,857.4177501522902,89.21295202086702,4
3,1.1322975168413691,0.497655992244839,1.7700419844797155,-0.10361379749075261,6.853575583363873,-66.42055918762054,856.5725588359965,-76.80780927495715,3
3,0.5687144050346643,0.5004064134648286,1.8595488436006276,-0.15541530558281547,6.722913162544471,-798.2196597422026,863.79563150472,75.04568035676883,3
3,0.3325489443365107,0.5005047469168007,2.9831844019912497,0.5541782040934876,5.903210093810062,75.24482223274804,859.8913108065342,92.92769356273111,3
3,1.1550221150038884,0.5212175930716046,1.9065872673638027,-0.07490895099133668,6.35212867593342,-687.850071925639,860.0402085721136,-72.8099421913108,3
