classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test
3,0.035957406903965594,-0.8735471203162505,1.4256648874019184,-0.4444374235894933,6.664661724060065,-230.74173233952826,859.09955736258,78.51670744378389,3
4,0.6348250761184293,1.238386145912183,1.4266873957643595,2.0542860673899495,5.63076109549502,-362.047062639681,856.239139861456,-93.9735695613432,4
2,1.142142483472999,0.6276807380457231,1.440408945208683,1.1356824036109099,6.32394282025794,-414.74127540142337,861.9428086291684,-37.73391406176256,4
4,-0.2614732272075795,0.4958917024212841,1.4406380578189306,1.8949238781145208,5.432481499252649,-245.4859338256977,857.4177501522902,89.21295202086702,4
1,2.108331724915438,0.6171285462273832,1.460807770837549,-0.6482019496115048,1.833412832041477,-501.6409997989654,860.9295778641799,-27.275269949668626,1
3,1.6626085306568275,-1.2518422170896442,1.465776354824891,0.4424320686818868,6.075138048820341,100.74172095029266,861.1233034268312,-71.48728782365504,3
4,-0.11986580280369469,0.5608960284728219,1.4661900665390915,1.230890443671091,5.868113619031763,80.12908455723436,859.9983996051783,-47.54324823650987,4
4,-1.761597185752798,2.354703466955213,1.4689326403142267,0.14865356962619058,5.854456045320766,68.64796863212418,863.557348845324,-73.00234235473926,4
4,-0.8024063192145738,1.6055423734175656,1.4723376490011708,2.822893814793828,5.676270288249607,-120.07119893320328,858.6030173579941,-12.71324870216057,4
4,-0.8343276366127125,1.8732362491601016,1.4771529100654022,1.337980618348136,5.912217814349935,-865.7105772489358,860.4053496592818,-20.33962782635328,4
4,-1.7491945779534877,0.6915214240568692,1.482475747959067,1.4487377886810267,5.772205097466412,86.6068166638272,862.4557558987538,-22.350651027934532,4
3,1.3583824382128094,-0.55741745474366,1.4901538023769643,-1.0154643972373594,5.758158998951385,-482.5728652969139,857.0516044882529,-54.63502030265545,3
3,1.7303455347300423,-0.9101485363398534,1.4915537268764774,1.060637318033752,5.659970911128011,-315.68797539523115,863.1570883247542,33.6569013072545,3
3,0.5685497291226872,-0.643452607727994,1.5131282214082398,0.36472335613656215,5.5778411183612135,-588.0380737836651,863.5286279010345,-32.081889774187175,3
3,-0.12701253246911726,0.012494667159682438,1.5136997914593457,0.34039194659218425,6.722668872576876,-708.683696938104,860.106175475821,73.48255946058055,3
3,2.0940122825344947,-0.2635582290776731,1.5145078577142597,-1.5736557628697219,5.572823861698053,-477.7074990470491,862.9993918857353,-16.46772642524857,3
3,1.2806533754757674,-0.2681102249371614,1.5168154992246163,0.7612398164592342,5.686390464086589,-330.9750022336363,856.3909156516411,-16.359689374208102,3
