classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test,org_pred_classes_QSM,dim_04_shifted_by_0.05,pred_with_dim_04_shifted_by_0.05
5,-2.8764155110764498,-1.170957686342016,-1.0845655451520488,-4.536340588702444,3.605936675495296,-108.96488261755805,861.9856867962677,-48.70781302221423,5,5,4.120684182471589,5
5,-4.406105871755006,-1.1359551526885516,-1.6625759405993032,-3.64028596582736,4.304852205052649,137.50303000366,858.3015439033477,1.7019670755536822,5,5,5.6535097212497325,2
5,-2.0178402269744424,-0.8373796191659644,-2.272478965527889,-3.613871038497929,4.215873479695505,5.311246214520025,863.7389976326801,-35.52911651420999,5,5,5.400158474929535,2
5,-1.0883555711796244,-0.7926951892763594,-1.295082623349305,-3.1548834097358123,3.7244530097890607,-20.939132455749476,856.1171282018653,63.65940086364333,5,5,4.1354299041285625,5
5,-1.6410913883883782,-0.8604033430024418,-3.0665026838222453,-2.7528181605331032,4.1354299041285625,-670.7246899572974,858.5874860476258,-0.9832216042704118,5,5,4.426539809735059,5
5,-2.6249251025048914,-0.5049457275649174,-1.7197038268909297,-2.533751267822004,3.2374503756460373,-291.8307797565207,860.3121433545143,-86.46830098148669,5,5,3.7518874391039647,5
5,-3.1329816446341168,-0.9155416514317214,-3.7843744152995673,-2.4314440115706164,4.595735322789532,-484.73050541824665,857.2245496657546,67.48600723582665,5,5,5.832728960990202,2
1,-0.1333878947394327,0.4327796040654363,-0.5421722958016849,-2.337080386795686,2.4065294979944905,-404.8539648703077,856.5600427524427,16.482040463193712,1,1,3.440042568366331,5
5,-2.590445666929113,-1.1397252784344818,-2.3959723842944585,-2.1988926830133417,3.7518874391039647,-689.3310914171004,859.216564504822,-52.56146749990455,5,5,4.215873479695505,5
5,-1.493071180180753,-0.3254416542320442,-2.955618351812828,-2.18504075434376,4.265002200960572,-100.58346956548192,858.875922339123,-13.57640995602705,5,5,5.5564914997508135,2
0,-0.36851101676783,-0.3799562489287649,0.2932785968774786,-2.1575093143532573,1.0097738392550717,-54.844511529635554,863.4823312652939,10.797252611215184,0,0,1.127741543838166,0
5,-1.012198468764164,-1.034713476108868,-1.3146380158059554,-2.152697775642544,3.440042568366331,-35.850938320785446,856.02461896298,-90.3686515690801,5,5,4.018572087856745,5
0,0.2893088200381073,-0.352035589357587,-0.424400918088422,-2.1207758467144098,1.1340803186051591,-199.7192695242839,861.2125725157725,62.06487127508103,0,0,1.222094629453161,0
5,0.2517235555780424,-0.2430214862777606,-1.9200904364726297,-2.0276404991631707,3.745846687260741,-339.5082149645176,863.6895340047068,-18.32088685990728,5,5,4.138860281961507,5
5,-1.6949523101881725,-0.4413258841681493,-3.456868855435597,-1.998704774914447,3.512962584677196,5.921540882952911,860.7535470224483,-68.20694438712476,5,5,4.032459796755496,5
5,-1.2337667084216757,-1.0237736828658264,-1.6028799058128471,-1.979036197780772,4.018572087856745,-329.070116272777,862.6509606257694,-52.61097751633227,5,5,4.304852205052649,5
5,-1.3649452262849473,-0.3216485286940549,-2.4565123441600902,-1.8003614483215384,3.3067937348674104,-746.7884213734578,857.3252862641684,30.37136529188649,5,5,3.875402157364404,5
5,-3.4690878270163177,-1.0436154793396168,-1.8245581302396512,-1.6926383423952829,4.032459796755496,-571.5498536439607,860.192459820675,96.7974882554541,5,5,4.316124428836324,5
5,-1.7506777151961774,-1.1799126779345812,-2.4781341466038858,-1.6681816873689672,3.777530321590674,-178.99488604644057,863.1579434828716,-0.4903353638602397,5,5,4.265002200960572,5
0,0.2060403125782115,0.4376779049360303,0.0388173023558615,-1.6655435263069778,0.5208197692240828,-530.991083935713,859.0820071188834,1.6237969664062035,0,0,0.6977716198949491,0
5,-1.5864427874013032,-0.8519300806222116,-1.061246178694044,-1.5814214514103735,4.374499263210187,-745.8515723228056,858.3824270145479,2.663048087124693,5,5,5.780137926037267,2
2,-0.0001379757165957,2.1403276201821457,-1.278499481506998,-1.4769502897904752,5.831416907497267,-831.0244211375671,858.7963517323319,-21.0555824877147,2,2,6.512676837741139,2
0,-0.3755795087479617,0.4120381490448384,0.0962365053695191,-1.4229761991234229,1.2374990192016382,-605.9277032169691,859.6531382520626,19.63424783672619,0,0,1.3377041064416333,0
5,-1.3731282681611146,-1.0571898481612618,-1.2433042850526834,-1.382563058211471,4.120684182471589,-67.24394846089058,860.8720381062052,83.86675425228282,5,5,4.374499263210187,5
0,-0.7275099638357911,0.4761256203495309,0.434688153903948,-1.3681347141253006,0.8972472964463499,-277.4345444351199,859.1265610356127,-21.359311546808527,0,0,1.063618141688119,0
0,0.3788739445081452,-0.5417293692096894,-0.9688129598099654,-1.3620668833902725,0.8375079557736563,-420.969660953944,856.4315339353219,34.91086142239345,0,0,0.9930056647963316,0
