classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test,org_pred_classes_QSM,dim_04_shifted_by_0.05,pred_with_dim_04_shifted_by_0.05
4,-1.4562350108793958,2.549586990859157,0.6019433292918343,0.6181842076353156,6.027637053308465,-502.96059223516414,857.8084999757484,-3.5004540022878388,4,4,6.090899244136923,4
3,0.3153069009241848,0.2797200378397549,1.2507949001683232,0.6201243952278266,6.428796747604834,-14.71678842030454,863.4773414891116,-90.08327214385976,3,3,6.577706800882973,3
2,1.2923626579328662,2.098328204894027,0.6276834303184191,0.6231492028096913,6.101549778443415,-185.14262371335556,858.5408171890577,73.32099444769011,2,2,6.17978627269144,2
0,0.1670908760038043,-1.6201140693260858,1.3028924364570336,0.6585364671695317,1.1740481933851796,-316.9301231751079,859.5113302772572,-39.731517691084775,0,0,1.7996509855428855,0
4,-1.0826177619252904,0.6470120544806199,0.9311442457672856,0.6602756008720471,6.577683105548442,-48.97355242527573,859.8126307468325,79.11077639950548,4,4,6.676344808540531,4
2,2.970546941436098,3.066677963376475,0.5745485805663476,0.6792816885945152,5.785305191217018,82.21763750676851,856.0369723548407,-54.19659327149063,2,2,5.848321755746682,2
4,0.4467949335119423,0.9600527849675582,1.0272219288577855,0.7049098601321173,5.959773463578428,-464.8479822291475,863.8223395748877,-1.39408988692729,4,4,5.993319271989002,4
2,0.7203765562634867,1.6143544758109654,0.4825499448658745,0.7101243406990689,6.352718928955354,-86.03645531450437,859.7218903618178,-84.21601803077817,2,2,6.438812880318519,2
3,-0.1400308515181172,-0.3648966619793505,1.095837020260861,0.7143630960870154,6.081383760226734,-309.54413754630184,861.3471472264196,-39.69587144515535,3,3,6.148418661854528,3
4,-1.5243644568019734,3.3179477763575056,1.3372368668292491,0.7239005916962851,5.76402510042066,-614.9493706833027,861.2153949392538,-2.5434558663010733,4,4,5.800703720936683,4
4,-0.3522316201751333,0.4693539060291698,0.9010138559201948,0.7255633931918037,6.12290005202209,-159.06880496610006,860.9347875274395,22.557711853189478,4,4,6.183555091137751,4
1,0.3115517015704223,1.6583286267701185,0.9981936581389872,0.7422721024649898,2.512661681543283,-738.1544387716028,860.5628785024837,30.776006218420022,1,1,5.306478131055602,4
4,0.8337792892409097,3.093242641763787,0.856725371987075,0.8148014100726408,6.6258486343498735,-409.4965847354819,863.1884491615909,46.27274023133775,2,2,6.789541897289659,2
4,-0.7727263018768639,0.2457124597076352,1.2632854229681036,0.8325745519723001,5.754040170144084,-469.5637688325161,858.1567038793978,-48.20841103612807,3,3,5.786598451663888,3
2,1.690695186187828,1.2043117311650928,1.191890750881666,0.8777221694029566,5.585966202170768,-206.56589258063468,859.2788570968225,39.54217009883622,2,2,5.6660022401366925,2
0,0.24123787386689,0.0168030733062072,0.6043129806606049,0.8826415056132172,0.5583037462733766,-784.3673238326467,861.2748779790267,66.53792713498137,0,0,1.134946469844063,0
2,0.2184273504822651,2.016172468760045,0.9121192308170132,0.8901506999919402,6.541191915571011,-494.4858558872325,860.5447999819492,103.76946319944524,4,4,6.663280864440851,4
