ps_Pass,Passprozente,ps_Zweikampf,Zweikampfprozente,ps_Fouls,ps_Gefoult,ps_Laufweite,ps_Abseits,ps_Assists,ps_Fusstore,ps_Kopftore,classes,test,org_pred_classes_QSM,ps_Laufweite_shifted_by_0.05,pred_with_ps_Laufweite_shifted_by_0.05
12.21875,65,0.0,0.0,0.03125,0.09375,5.1328125,0.0,0.03125,0.0,0.0,Torwart,Torwart,Torwart,10.148031496063,Fluegelspieler
16.3400576368876,62,0.0,0.0,0.0648414985590778,0.129682997118156,6.09056195965418,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,10.2106082036775,Fluegelspieler
10.1305057096248,73,0.0,0.0,0.0,0.146818923327896,6.05040783034258,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,10.1769907181241,Fluegelspieler
12.8235294117647,48,0.0,0.0,0.0,0.294117647058824,4.55941176470588,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,10.1241153342071,Fluegelspieler
12.8636363636364,50,0.0,0.0,0.0,0.227272727272727,4.66045454545455,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,10.1327586206897,Fluegelspieler
20.4444444444444,61,0.0,0.0,0.0,0.0,4.62666666666667,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,10.1297135528003,Fluegelspieler
12.5404858299595,57,0.0,0.0,0.0303643724696356,0.212550607287449,5.29949392712551,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,10.1600638977636,Fluegelspieler
26.6666666666667,74,0.0,0.0,0.0,0.166666666666667,6.03333333333333,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,10.160539083558,Fluegelspieler
14.6511627906977,75,23.7209302325581,25.0,2.44186046511628,1.04651162790698,11.5691860465116,0.872093023255814,0.0,0.174418604651163,0.0,Mittelstuermer,Mittelstuermer,Mittelstuermer,11.6567753001715,Mittelstuermer
26.2414578587699,79,27.2665148063781,30.0,2.20387243735763,0.92255125284738,10.2777334851936,0.92255125284738,0.05125284738041,0.25626423690205,0.05125284738041,Mittelstuermer,Mittelstuermer,Mittelstuermer,10.5367794004612,Mittelstuermer
