classes,dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,test,org_pred_classes_QSM,dim_04_shifted_by_0.05,pred_with_dim_04_shifted_by_0.05
4,-1.445499300336641,2.4766570390504383,-0.1487276190948221,0.36778624646065,6.674125482617978,-205.5969264642188,858.8661101555152,-5.3444949492003815,4,4,6.744375710674708,4
1,0.6439321869390779,1.512463238065174,-1.187918374759923,0.375019404860019,1.5601832274285266,-314.55173533983697,857.8593763741766,-95.70768747856616,1,1,2.515110716446696,1
4,-0.3518595705360687,1.89314356217616,0.3408516104224003,0.3891659569350312,6.317700057392972,-80.33252699138808,862.933122401803,105.8246051256413,4,4,6.419045277306299,4
0,-0.4146161746189179,-0.9902523990614792,0.1627709086937785,0.3914996489823344,0.862910306547613,-245.07431186077596,863.3985579875823,70.58652907807617,0,0,1.00087699044572,0
2,0.6570540646829167,1.7029917291956589,0.0814850362095893,0.4005325771049677,5.6319331262731,-795.6426149464892,857.9500879242208,-91.60640453500608,2,2,5.6796753791745935,2
0,0.2079062353987388,-0.3768306444946582,-1.9773156001018315,0.4141272163752985,0.4600109234714198,36.637096973209935,858.0447825619832,23.264307018520697,0,0,0.5907596573869194,0
3,-0.5611777026488665,1.1646578577174134,0.4578619365235119,0.4413926399287363,5.767725693051272,-87.92482436086436,861.8027561285398,-41.823072579206496,4,4,5.9904030459726485,4
0,-0.1787702282606807,-0.6073061292429585,0.1454930040467961,0.4478323583448318,1.4388195110281132,-723.9984597541747,857.7734843984487,48.74956804738782,0,0,1.664638649251332,0
2,0.2069515132507295,0.2976237372838772,-0.4588814183175208,0.460164012885253,6.263106430815739,-831.3938525887143,861.3057926015452,-42.00728067735224,4,4,6.317700057392972,4
1,0.6787877604711517,2.4496242444483043,0.4237542034853847,0.4656781627748926,2.515110716446696,-793.6697362446607,862.8900346543978,-25.215932933010407,1,1,5.32356507361368,2
4,-0.6095963915539666,1.4713395370348297,-0.1793057056336846,0.4767754110241708,5.55177570428004,-326.3689428654958,858.1071557501089,-90.45042916694769,4,4,5.648500081575726,4
2,0.2494473530426741,1.6174344095884394,-0.6101798228529715,0.4836122610842934,5.773209092158561,-472.2080561687854,856.7992300247138,-41.12258708878298,4,4,5.997563114182482,4
0,0.3232406854516307,0.0938619066470256,-0.3897003070117568,0.4848079610765117,1.3718239185324257,-867.9100955866684,861.4083123618975,0.9270584519552614,0,0,1.5395069109367756,0
0,-0.2621297172782146,0.6796816776168197,-0.689027361062611,0.492748485555411,1.4280554876146172,59.293180023541865,857.0838787845022,-19.331242173284,0,0,1.5601832274285266,0
0,-0.0616813675312833,1.1609148862360334,0.2615418990113301,0.5059261912444167,0.8215558967142429,-759.8737644532064,860.2482055757638,39.237657060758096,0,0,0.868732959234668,0
0,0.1229800847564223,1.0830978993323304,-0.783010972625846,0.5452005578980995,0.853892765538934,-321.06772878445497,862.6016993144268,-85.63528175323509,0,0,0.9458358803223744,0
2,0.6459736685965817,1.3335065141819682,-1.4152607239112946,0.5490547655653607,5.558018992070938,-821.3645897537579,862.7744087360761,-61.85847420373446,2,2,5.67781455234191,2
1,0.5733082486459657,2.2526169503905726,0.2394340643251935,0.5544844858105152,1.332745599335016,-575.3655529496964,858.6247189318632,-59.01502743774182,1,1,1.456939496695811,1
4,-1.3737309061744718,0.034654202235179,0.0402419773077533,0.5565047026939062,5.694614045406552,-39.2098920582755,862.1308110706134,27.35645573327544,4,4,5.90776399901258,4
0,-1.4104321242901872,0.3239853687687644,-0.8473708175111613,0.5569650918507347,0.7545525016146506,-749.8401555287437,862.4209827545837,-17.101154671004792,0,0,0.856213977203393,0
1,0.4121150872160646,1.990219124050056,0.0225449258953026,0.5571099579653723,2.0589918526584485,-398.70500038352674,863.3629722284779,10.49625023336378,1,1,5.283086864224629,4
4,-1.1774807729002918,1.7020550767972988,0.3325415636067342,0.5590613307561755,5.6796753791745935,-626.5317615442302,857.8832883090275,40.29114975937762,4,4,5.767725693051272,4
0,0.5252428869070638,-0.6617847548418584,-0.3367875846562104,0.5602479035271931,1.5395069109367756,62.96688532860114,857.8847531023865,23.78846850515072,0,0,2.0589918526584485,1
0,-0.7116115437004187,0.0196081394071541,0.0147347033516413,0.5662015483643804,0.9631301310564178,-136.2148039870258,858.8090703225066,91.65044702965162,0,0,1.2561321407588082,0
0,-0.1757375102700095,0.0908138762009984,-0.1023340731846132,0.5773376512345881,0.5563920108091273,-418.08125388710647,859.7975596850927,-23.18743102258816,0,0,0.7709917170049183,0
0,0.2513978660762191,-0.1894548853920071,0.0925397074342869,0.5806132991189535,1.456939496695811,-520.1628818839879,858.2694000598902,-57.50256508147757,0,0,1.8072380998331112,0
0,-1.1214808502338247,1.6739098205483682,0.4564789348745275,0.594611275218172,1.163644897299791,-83.44644526632118,857.7530257148383,-2.4193913510462157,1,1,1.3718239185324257,1
4,0.3215890106557858,0.5216839843555489,0.0622129972506879,0.6012047734083216,6.334441407630648,126.20909685202626,863.4798093088823,87.37812501399551,4,4,6.425468495297459,4
0,0.3973713224089861,0.2862298882786266,-1.275542127035494,0.6055908933162816,0.9458358803223744,-4.576762448053614,861.8411596009036,48.86015828934198,0,0,1.166607083996059,0
3,-0.051782219251339,-0.195264378939361,0.2955468161542394,0.6077698363873347,6.490146933950899,-795.544871316954,857.3188299609018,1.822535414802033,4,4,6.674125482617978,4
4,0.3464946600697202,1.051513890522152,0.3394770537582863,0.6142745465580386,5.507453322716593,74.96263210799009,864.0595148095074,8.856896044735066,4,4,5.643229158888631,4
4,0.2051260231388569,1.5418067923979866,0.085584550341017,0.6221053448231467,5.945274731323764,-681.0604626678669,862.8390491085432,43.8494032720061,4,4,6.109834935356092,4
0,0.3785900996588359,0.2734047806217275,-0.3674887196321953,0.6671377236391233,1.8072380998331112,-494.1012308193222,863.8090143635853,53.44134015567614,1,1,5.281273911206188,4
0,0.518150830480554,0.8664409945402216,0.0041949597745465,0.6956847360845282,0.868732959234668,-74.15508390452538,856.3774765346336,28.689320875891383,0,0,1.163644897299791,0
0,0.0040907653139687,0.6502896950711681,-0.7004946027078058,0.7392216153655209,0.6287929756517443,-304.7838676404888,863.2692036030157,-4.232151277394266,0,0,0.8215558967142429,0
4,-1.320602146912222,1.5409583215048683,0.330463436962976,0.7459535953664989,6.425468495297459,-13.639280477839236,857.8929094696892,79.04070342288392,4,4,6.551920742216994,4
0,0.2729215798533151,0.7674166608681655,-0.1752804230470914,0.778043559701384,0.1901635727771511,-891.7149187721618,857.350638720188,75.85413703391032,0,0,0.5396825857954348,0
0,-0.2576492129645404,-0.2571086733223948,-0.3076444353838603,0.7861527871564111,0.856213977203393,-597.3970472014773,857.1462323892122,66.86843276178979,0,0,0.9631301310564178,0
0,-0.9846914531471642,-0.4509796422431797,-0.461513495618519,0.8114960520145044,0.5502916389262789,-572.5484693257458,862.9513581461832,-55.76316636376632,0,0,0.7545525016146506,0
0,-0.7355393873870426,0.780095786734201,-0.5214688862417274,0.823324509860515,1.3259674836129984,-174.3368228558789,855.7132188072873,-23.666532050270572,0,0,1.439901553349316,0
4,-1.3118075945486818,0.1018907921373906,-0.706076500923869,0.8240468491252029,5.408360266844754,-186.65936633211223,859.5829155950164,9.91549410739961,4,4,5.6319331262731,4
3,0.2768296557345532,0.865413382138263,0.3327096484011291,0.8333797312470811,6.274458228232443,-615.5718201820121,859.311572037179,55.331943967688765,4,4,6.371758397035376,4
0,0.3082539037830694,-0.3753405216837638,-0.4080131190837976,0.8425222826663229,1.166607083996059,127.43230610071402,856.8321427269766,-9.06783687994178,0,0,1.4280554876146172,0
0,0.1858029577288028,-0.1279508239707417,0.2035366746409705,0.8429134372862717,0.5907596573869194,-786.1373419045547,859.5521532973515,-59.76839953782402,0,0,0.7990310354250183,0
2,-0.66258583439939,0.0815740254344947,-0.1406835235456569,0.8479491072372976,5.90776399901258,-72.4796962007093,859.5282418659156,-51.92855287453844,4,4,6.031847071208902,4
0,0.5712003952736736,0.1203150291809661,0.1985764690402688,0.8646245804436975,1.00087699044572,-531.9464244724663,862.6240491048986,1.0437556015955636,0,0,1.3259674836129984,0
4,-0.4631978021973807,3.0178309558184893,0.417538321715743,0.8685291954242604,6.484543214228626,-245.83013584674308,864.2541194152037,-71.01678525425382,4,4,6.638951638817737,4
1,0.2814504761729801,0.5829236855850496,-1.5803732530830972,0.8709988957633489,2.527981526711406,-505.0834699466894,856.650426644025,-42.82128099138132,1,1,5.365129647723397,4
0,-0.5160958036840995,0.104592461828873,-0.460654592515744,0.8732054815379695,1.6719356587230525,97.01201735771296,859.1714999291202,52.17489361084069,0,0,5.274898186955388,4
0,-0.2333549998346214,0.5436781991477407,-1.4069915891384914,0.8753532147767589,1.664638649251332,-403.59605832002256,861.5584157714273,4.761741298281095,0,0,2.527981526711406,1
3,0.0153113433928853,0.5433142203505564,0.2094150133400223,0.960425326779098,5.7489393363418095,7.3289390769933505,863.9205390981226,-61.324411924214985,4,4,5.945274731323764,4
2,-0.1974839192068758,2.1347909764417703,0.3123718799431116,0.9886257534577232,6.744375710674708,-338.27656900873683,862.3703871315645,-69.47105613933965,4,4,6.744375710674708,4
0,0.2891164844067311,1.1530186312528925,-0.2200413577213152,0.9968681539981032,1.0832355174446162,-372.2820488911687,859.1057112543497,57.709794060923066,0,0,1.332745599335016,0
4,-0.6325051282541058,1.4741755111604238,-0.5751385139328666,1.0108918020890971,6.427494306657205,-678.6116764322389,861.794699305665,-76.98546891466117,4,4,6.625488270661329,4
