ps_Pass,Passprozente,ps_Zweikampf,Zweikampfprozente,ps_Fouls,ps_Gefoult,ps_Laufweite,ps_Abseits,ps_Assists,ps_Fusstore,ps_Kopftore,classes,test,org_pred_classes_QSM,ps_Laufweite_shifted_by_0.05,pred_with_ps_Laufweite_shifted_by_0.05
41.1915367483296,76,19.543429844098,60.0,1.50334075723831,1.10244988864143,10.0703786191537,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.1750504642713,Innenverteidiger
56.2105263157895,86,13.2631578947368,60.0,1.05263157894737,0.701754385964912,10.3943859649123,0.0,0.0,0.0,0.0701754385964912,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.5224354731966,Innenverteidiger
47.6641550053821,85,10.7212055974166,60.0,0.839612486544672,0.516684607104413,9.5983853606028,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.70721533258174,Innenverteidiger
45.448275862069,84,17.6206896551724,60.0,1.31034482758621,1.0,10.7475862068966,0.0344827586206897,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.9676526117055,Innenverteidiger
41.5711395819285,71,25.6709372892785,60.0,1.82063385030344,1.88132164531355,10.9128792987188,0.121375590020229,0.0606877950101146,0.0,0.0,Aussenverteidiger,Aussenverteidiger,Aussenverteidiger,11.1789473684211,Aussenverteidiger
53.0264672036824,89,15.638665132336,60.0,0.828538550057538,0.724971231300345,9.25477560414269,0.103567318757192,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.5128125,Innenverteidiger
42.8333333333333,84,13.6666666666667,60.0,0.833333333333333,0.5,8.73166666666667,0.166666666666667,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.25477560414269,Innenverteidiger
32.7657905060808,87,28.5288348371911,60.0,2.85994507650059,1.02393095331503,9.94695959199686,0.0353079639074147,0.0706159278148294,0.0,0.0706159278148294,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.0231613611416,Innenverteidiger
57.3841961852861,85,22.5613079019074,60.0,1.71662125340599,1.47138964577657,10.6381471389646,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.7257167680278,Innenverteidiger
55.6083650190114,87,13.5171102661597,60.0,0.727186311787072,0.470532319391635,11.0433935361217,0.0427756653992395,0.0855513307984791,0.0,0.0427756653992395,Innenverteidiger,Innenverteidiger,Innenverteidiger,11.2930307941653,Innenverteidiger
49.5196506550218,77,18.8646288209607,60.0,1.76855895196507,1.76855895196507,9.90982532751092,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.99674063800277,Innenverteidiger
35.2,80,15.8333333333333,60.0,1.23333333333333,0.666666666666667,9.356,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.54264705882353,Innenverteidiger
54.768962510898,81,21.1464690496949,60.0,0.745422842197036,1.13775065387969,10.1601133391456,0.0784655623365301,0.196163905841325,0.117698343504795,0.0,Aussenverteidiger,Aussenverteidiger,Aussenverteidiger,10.2126470588235,Aussenverteidiger
43.433147632312,76,19.9930362116992,60.0,0.971448467966574,0.877437325905292,10.3941852367688,0.0,0.0313370473537604,0.0,0.0,Aussenverteidiger,Innenverteidiger,Innenverteidiger,10.4936170212766,Innenverteidiger
14.7857142857143,61,0.357142857142857,60.0,0.0714285714285714,0.0714285714285714,5.89214285714286,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,9.15536121673004,Torwart
48.6734693877551,73,20.0510204081633,60.0,0.994897959183674,1.14795918367347,10.7980867346939,0.038265306122449,0.038265306122449,0.038265306122449,0.0,Innenverteidiger,Aussenverteidiger,Aussenverteidiger,11.0383354350567,Aussenverteidiger
42.5593220338983,83,20.4406779661017,60.0,1.11864406779661,0.915254237288136,9.88169491525424,0.0508474576271187,0.0,0.0508474576271187,0.0508474576271187,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.96644736842105,Innenverteidiger
52.3544631306598,87,19.987063389392,60.0,1.74644243208279,1.08667529107374,10.3816300129366,0.0,0.0776196636481242,0.0,0.116429495472186,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.4875533862111,Innenverteidiger
50.1489284417,76,24.6167816926989,60.0,1.73265528514348,1.79803850345078,11.2158372684344,0.0980748274609517,0.0,0.0,0.0653832183073011,Defensives Mittelfeld,Aussenverteidiger,Aussenverteidiger,12.5901907356948,Aussenverteidiger
35.6004036326942,83,16.0746720484359,60.0,1.36226034308779,1.08980827447023,9.64661957618567,0.0,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.73353831598865,Innenverteidiger
35.3371104815864,72,18.9688385269122,60.0,1.42776203966006,1.78470254957507,10.877507082153,0.0,0.0509915014164306,0.0,0.0,Aussenverteidiger,Aussenverteidiger,Aussenverteidiger,11.1547657512116,Aussenverteidiger
53.5060975609756,82,15.5853658536585,60.0,0.823170731707317,0.768292682926829,9.80451219512195,0.0,0.0548780487804878,0.0,0.0548780487804878,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.88739837398374,Innenverteidiger
53.28,83,19.0610526315789,60.0,0.871578947368421,1.02315789473684,9.87082105263158,0.113684210526316,0.0378947368421053,0.0,0.0378947368421053,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.94006069802731,Innenverteidiger
51.9650986342944,78,15.7397572078907,60.0,1.63884673748103,0.546282245827011,10.0454476479514,0.0341426403641882,0.102427921092564,0.0,0.0341426403641882,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.1601133391456,Innenverteidiger
34.8622366288493,67,21.5518638573744,60.0,1.60453808752026,2.1515397082658,10.719773095624,0.0729335494327391,0.145867098865478,0.0,0.0,Aussenverteidiger,Aussenverteidiger,Aussenverteidiger,10.8439764111205,Aussenverteidiger
60.4746393671475,87,19.1810144253141,60.0,2.30339692880409,1.38203815728246,10.105630525826,0.0837598883201489,0.125639832480223,0.0,0.0837598883201489,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.1934453781513,Innenverteidiger
33.1496746203905,72,15.2668112798265,60.0,1.4056399132321,0.663774403470716,9.21084598698482,0.0,0.0390455531453362,0.0,0.0780911062906725,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.47793103448276,Innenverteidiger
47.619461337967,83,16.4205039096438,60.0,1.01650738488271,0.625543006081668,10.7257167680278,0.0781928757602085,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.877507082153,Innenverteidiger
12.8260869565217,63,0.217391304347826,60.0,0.0,0.260869565217391,5.04782608695652,0.0,0.0,0.0,0.0,Torwart,Torwart,Torwart,8.99553605494086,Torwart
50.499468650372,82,20.0212539851222,60.0,1.14771519659936,1.75345377258236,10.2749202975558,0.0,0.0318809776833156,0.0,0.0318809776833156,Aussenverteidiger,Innenverteidiger,Innenverteidiger,10.3941852367688,Innenverteidiger
46.1842105263158,89,13.1578947368421,60.0,0.921052631578947,1.18421052631579,9.96644736842105,0.0657894736842105,0.0,0.0,0.0,Innenverteidiger,Innenverteidiger,Innenverteidiger,10.0255416191562,Innenverteidiger
43.9490445859873,76,17.0063694267516,60.0,1.33757961783439,0.764331210191083,9.68089171974522,0.0636942675159236,0.0,0.0,0.0636942675159236,Innenverteidiger,Innenverteidiger,Innenverteidiger,9.80451219512195,Innenverteidiger
